"Name","State","Notes","User","Tags","Created","Runtime","Sweep","centroids_prior_cov_prefactor","init_method","likelihood_cov_prefactor","max_distance_param","n_clusters","n_features","n_samples","repeat_idx","Adjusted Mutual Info Score","Adjusted Rand Score","Loss","Normalized Mutual Info Score","Num Inferred Clusters","Num Initial Clusters","Num Iter Till Convergence","Rand Score"
"robust-sweep-25985","crashed","-","rylan","","2022-01-02T05:09:34.000Z","9","se17hzoq","1","dp-means++","100","0.005","5","10","100","4","-3.39866439196043e-14","0","838.8622995301351","0.5156647190463131","100","100","2","0.8042424242424242"
"swift-sweep-25984","finished","-","rylan","","2022-01-02T05:09:19.000Z","10","se17hzoq","1","dp-means++","100","0.005","5","10","100","3","1.6271259217722994e-14","0","1615.793922711301","0.509854480007837","100","100","2","0.7935353535353535"
"worldly-sweep-25983","finished","-","rylan","","2022-01-02T05:09:03.000Z","12","se17hzoq","1","dp-means++","100","0.005","5","10","100","2","-6.435479010123204e-14","0","1693.8462357929566","0.5148592307740096","100","100","2","0.8028282828282828"
"logical-sweep-25982","finished","-","rylan","","2022-01-02T05:08:48.000Z","10","se17hzoq","1","dp-means++","100","0.005","5","10","100","1","-4.7784829210484196e-14","0","432.0590007280516","0.5142791749975275","100","100","2","0.802020202020202"
"polar-sweep-25981","finished","-","rylan","","2022-01-02T05:08:32.000Z","13","se17hzoq","1","dp-means++","100","0.005","5","10","100","0","-3.611570665939338e-14","0","2283.7792495807216","0.5168642841412128","100","100","2","0.8062626262626262"
"twilight-sweep-25980","crashed","-","rylan","","2022-01-02T05:08:22.000Z","66","se17hzoq","1","dp-means++","100","0.005","5","2","10000","4","","","","","","","",""
"expert-sweep-25979","crashed","-","rylan","","2022-01-02T05:06:58.000Z","155","se17hzoq","1","dp-means++","100","0.005","5","2","10000","3","","","","","","","",""
"golden-sweep-25978","crashed","-","rylan","","2022-01-02T05:05:21.000Z","245","se17hzoq","1","dp-means++","100","0.005","5","2","10000","2","","","","","","","",""
"pious-sweep-25977","crashed","-","rylan","","2022-01-02T05:05:00.000Z","278","se17hzoq","1","dp-means++","100","0.005","5","2","10000","1","","","","","","","",""
"jolly-sweep-25976","crashed","-","rylan","","2022-01-02T05:04:59.000Z","276","se17hzoq","1","dp-means++","100","0.005","5","2","10000","0","","","","","","","",""
"misunderstood-sweep-25975","finished","-","rylan","","2022-01-02T05:04:50.000Z","26","se17hzoq","1","dp-means++","100","0.005","5","2","1000","4","4.772069684967112e-13","0","114.20991741382232","0.3776497842429663","1000","1000","2","0.8002242242242242"
"serene-sweep-25974","finished","-","rylan","","2022-01-02T05:04:33.000Z","20","se17hzoq","1","dp-means++","100","0.005","5","2","1000","3","3.1676192330990724e-13","0","197.33594264688605","0.3771808458717481","1000","1000","2","0.7991931931931932"
"divine-sweep-25973","finished","-","rylan","","2022-01-02T05:04:29.000Z","29","se17hzoq","1","dp-means++","100","0.005","5","2","1000","2","3.9765021255566404e-13","0","605.4090407262618","0.3775577957335897","1000","1000","2","0.800012012012012"
"dark-sweep-25972","finished","-","rylan","","2022-01-02T05:04:08.000Z","21","se17hzoq","1","dp-means++","100","0.005","5","2","1000","1","4.66027910666101e-13","0","456.3763515682195","0.3777566775780946","1000","1000","2","0.8004424424424424"
"royal-sweep-25971","finished","-","rylan","","2022-01-02T05:03:58.000Z","26","se17hzoq","1","dp-means++","100","0.005","5","2","1000","0","6.782282883098306e-13","0","480.0576721255","0.37764897361046734","1000","1000","2","0.8002042042042042"
"confused-sweep-25970","finished","-","rylan","","2022-01-02T05:03:52.000Z","11","se17hzoq","1","dp-means++","100","0.005","5","2","100","4","-3.39866439196043e-14","0","201.16127919078772","0.5156647190463131","100","100","2","0.8042424242424242"
"denim-sweep-25969","finished","-","rylan","","2022-01-02T05:03:38.000Z","13","se17hzoq","1","dp-means++","100","0.005","5","2","100","3","1.6271259217722994e-14","0","484.3014382699879","0.509854480007837","100","100","2","0.7935353535353535"
"super-sweep-25968","finished","-","rylan","","2022-01-02T05:03:37.000Z","11","se17hzoq","1","dp-means++","100","0.005","5","2","100","2","-6.435479010123204e-14","0","185.11492180506227","0.5148592307740096","100","100","2","0.8028282828282828"
"deft-sweep-25967","finished","-","rylan","","2022-01-02T05:03:21.000Z","11","se17hzoq","1","dp-means++","100","0.005","5","2","100","1","-4.7784829210484196e-14","0","149.8961463183092","0.5142791749975275","100","100","2","0.802020202020202"
"cool-sweep-25966","finished","-","rylan","","2022-01-02T05:03:06.000Z","10","se17hzoq","1","dp-means++","100","0.005","5","2","100","0","-3.611570665939338e-14","0","161.677804843169","0.5168642841412128","100","100","2","0.8062626262626262"
"cosmic-sweep-25965","crashed","-","rylan","","2022-01-02T05:02:32.000Z","428","se17hzoq","1","dp-means++","100","0.005","2","50","10000","4","","","","","","","",""
"rural-sweep-25964","crashed","-","rylan","","2022-01-02T05:02:26.000Z","426","se17hzoq","1","dp-means++","100","0.005","2","50","10000","3","","","","","","","",""
"toasty-sweep-25963","crashed","-","rylan","","2022-01-02T05:02:07.000Z","456","se17hzoq","1","dp-means++","100","0.005","2","50","10000","2","","","","","","","",""
"fluent-sweep-25962","crashed","-","rylan","","2022-01-02T05:02:04.000Z","458","se17hzoq","1","dp-means++","100","0.005","2","50","10000","1","","","","","","","",""
"rose-sweep-25961","crashed","-","rylan","","2022-01-02T05:01:48.000Z","456","se17hzoq","1","dp-means++","100","0.005","2","50","10000","0","","","","","","","",""
"distinctive-sweep-25960","finished","-","rylan","","2022-01-02T05:01:36.000Z","24","se17hzoq","1","dp-means++","100","0.005","2","50","1000","4","9.171457760122227e-14","0","27058.57118453676","0.18233766474316257","1000","1000","2","0.5003003003003003"
"fragrant-sweep-25959","finished","-","rylan","","2022-01-02T05:01:33.000Z","26","se17hzoq","1","dp-means++","100","0.005","2","50","1000","3","2.7002893008878064e-13","0","25441.531377101444","0.1821098684186027","1000","1000","2","0.49934734734734737"
"breezy-sweep-25958","finished","-","rylan","","2022-01-02T05:01:17.000Z","26","se17hzoq","1","dp-means++","100","0.005","2","50","1000","2","4.311809291687325e-13","0","34533.9676965953","0.18237784315337136","1000","1000","2","0.5004684684684685"
"kind-sweep-25957","finished","-","rylan","","2022-01-02T05:01:05.000Z","25","se17hzoq","1","dp-means++","100","0.005","2","50","1000","1","3.1887149517634593e-13","0","38198.998193146836","0.18215391201869377","1000","1000","2","0.4995315315315315"
"true-sweep-25956","finished","-","rylan","","2022-01-02T05:01:03.000Z","24","se17hzoq","1","dp-means++","100","0.005","2","50","1000","0","4.2964457020666363e-13","0","28192.016977780484","0.18237784315337136","1000","1000","2","0.5004684684684685"
"wandering-sweep-25955","finished","-","rylan","","2022-01-02T05:01:01.000Z","12","se17hzoq","1","dp-means++","100","0.005","2","50","100","4","-9.989167355586076e-15","0","7497.923924912566","0.2615824154232079","100","100","2","0.5048484848484849"
"vivid-sweep-25954","finished","-","rylan","","2022-01-02T05:00:50.000Z","11","se17hzoq","1","dp-means++","100","0.005","2","50","100","3","-2.8663564946206606e-14","0","9612.759983324562","0.2616480412956257","100","100","2","0.5050505050505051"
"silvery-sweep-25953","finished","-","rylan","","2022-01-02T05:00:47.000Z","11","se17hzoq","1","dp-means++","100","0.005","2","50","100","2","-4.0587864128852174e-14","0","8059.580142387719","0.26000326591641304","100","100","2","0.5"
"chocolate-sweep-25952","finished","-","rylan","","2022-01-02T05:00:34.000Z","12","se17hzoq","1","dp-means++","100","0.005","2","50","100","1","-4.1948351194623806e-14","0","7862.023976861277","0.2600032659164131","100","100","2","0.5"
"woven-sweep-25951","finished","-","rylan","","2022-01-02T05:00:32.000Z","13","se17hzoq","1","dp-means++","100","0.005","2","50","100","0","-3.62592066741382e-15","0","8676.838270650827","0.2592768241145082","100","100","2","0.49777777777777776"
"curious-sweep-25950","crashed","-","rylan","","2022-01-02T04:59:23.000Z","610","se17hzoq","1","dp-means++","100","0.005","2","10","10000","4","","","","","","","",""
"legendary-sweep-25949","crashed","-","rylan","","2022-01-02T04:59:11.000Z","609","se17hzoq","1","dp-means++","100","0.005","2","10","10000","3","","","","","","","",""
"skilled-sweep-25948","crashed","-","rylan","","2022-01-02T04:58:44.000Z","636","se17hzoq","1","dp-means++","100","0.005","2","10","10000","2","","","","","","","",""
"classic-sweep-25947","crashed","-","rylan","","2022-01-02T04:57:31.000Z","726","se17hzoq","1","dp-means++","100","0.005","2","10","10000","1","","","","","","","",""
"lilac-sweep-25946","crashed","-","rylan","","2022-01-02T04:57:30.000Z","729","se17hzoq","1","dp-means++","100","0.005","2","10","10000","0","","","","","","","",""
"cool-sweep-25945","finished","-","rylan","","2022-01-02T04:57:11.000Z","15","se17hzoq","1","dp-means++","100","0.005","2","10","1000","4","9.171457760122227e-14","0","2472.0722750182895","0.18233766474316257","1000","1000","2","0.5003003003003003"
"autumn-sweep-25944","finished","-","rylan","","2022-01-02T04:57:04.000Z","23","se17hzoq","1","dp-means++","100","0.005","2","10","1000","3","2.7002893008878064e-13","0","5208.194324644835","0.1821098684186027","1000","1000","2","0.49934734734734737"
"denim-sweep-25943","finished","-","rylan","","2022-01-02T04:56:50.000Z","18","se17hzoq","1","dp-means++","100","0.005","2","10","1000","2","4.311809291687325e-13","0","6288.6325175817465","0.18237784315337136","1000","1000","2","0.5004684684684685"
"good-sweep-25942","finished","-","rylan","","2022-01-02T04:56:38.000Z","22","se17hzoq","1","dp-means++","100","0.005","2","10","1000","1","3.1887149517634593e-13","0","6620.97897190407","0.18215391201869377","1000","1000","2","0.4995315315315315"
"polar-sweep-25941","finished","-","rylan","","2022-01-02T04:56:29.000Z","18","se17hzoq","1","dp-means++","100","0.005","2","10","1000","0","4.2964457020666363e-13","0","7066.607473189921","0.18237784315337136","1000","1000","2","0.5004684684684685"
"sweepy-sweep-25940","finished","-","rylan","","2022-01-02T04:56:23.000Z","11","se17hzoq","1","dp-means++","100","0.005","2","10","100","4","-9.989167355586076e-15","0","761.9259873055634","0.2615824154232079","100","100","2","0.5048484848484849"
"electric-sweep-25939","finished","-","rylan","","2022-01-02T04:56:14.000Z","12","se17hzoq","1","dp-means++","100","0.005","2","10","100","3","-2.8663564946206606e-14","0","3862.167962986392","0.2616480412956257","100","100","2","0.5050505050505051"
"proud-sweep-25938","finished","-","rylan","","2022-01-02T04:56:07.000Z","13","se17hzoq","1","dp-means++","100","0.005","2","10","100","2","-4.0587864128852174e-14","0","1887.0440296881989","0.26000326591641304","100","100","2","0.5"
"wild-sweep-25937","finished","-","rylan","","2022-01-02T04:55:58.000Z","10","se17hzoq","1","dp-means++","100","0.005","2","10","100","1","-4.1948351194623806e-14","0","1522.3357975782612","0.2600032659164131","100","100","2","0.5"
"fine-sweep-25936","finished","-","rylan","","2022-01-02T04:55:43.000Z","9","se17hzoq","1","dp-means++","100","0.005","2","10","100","0","-3.62592066741382e-15","0","1413.353706518833","0.2592768241145082","100","100","2","0.49777777777777776"
"rural-sweep-25935","crashed","-","rylan","","2022-01-02T04:54:25.000Z","909","se17hzoq","1","dp-means++","100","0.005","2","2","10000","4","","","","","","","",""
"fast-sweep-25934","crashed","-","rylan","","2022-01-02T04:53:52.000Z","937","se17hzoq","1","dp-means++","100","0.005","2","2","10000","3","","","","","","","",""
"clear-sweep-25933","crashed","-","rylan","","2022-01-02T04:52:59.000Z","996","se17hzoq","1","dp-means++","100","0.005","2","2","10000","2","","","","","","","",""
"stilted-sweep-25932","crashed","-","rylan","","2022-01-02T04:52:38.000Z","1026","se17hzoq","1","dp-means++","100","0.005","2","2","10000","1","","","","","","","",""
"driven-sweep-25931","crashed","-","rylan","","2022-01-02T04:52:37.000Z","1026","se17hzoq","1","dp-means++","100","0.005","2","2","10000","0","","","","","","","",""
"wobbly-sweep-25930","finished","-","rylan","","2022-01-02T04:52:34.000Z","19","se17hzoq","1","dp-means++","100","0.005","2","2","1000","4","9.171457760122227e-14","0","384.4311718485567","0.18233766474316257","1000","1000","2","0.5003003003003003"
"vocal-sweep-25929","finished","-","rylan","","2022-01-02T04:52:17.000Z","19","se17hzoq","1","dp-means++","100","0.005","2","2","1000","3","2.7002893008878064e-13","0","347.6446582084605","0.1821098684186027","1000","1000","2","0.49934734734734737"
"sleek-sweep-25928","finished","-","rylan","","2022-01-02T04:52:17.000Z","18","se17hzoq","1","dp-means++","100","0.005","2","2","1000","2","4.311809291687325e-13","0","613.8756869730903","0.18237784315337136","1000","1000","2","0.5004684684684685"
"serene-sweep-25927","finished","-","rylan","","2022-01-02T04:52:13.000Z","18","se17hzoq","1","dp-means++","100","0.005","2","2","1000","1","3.1887149517634593e-13","0","149.84059547595538","0.18215391201869377","1000","1000","2","0.4995315315315315"
"happy-sweep-25926","finished","-","rylan","","2022-01-02T04:51:55.000Z","18","se17hzoq","1","dp-means++","100","0.005","2","2","1000","0","4.2964457020666363e-13","0","323.2505469982366","0.18237784315337136","1000","1000","2","0.5004684684684685"
"cerulean-sweep-25925","finished","-","rylan","","2022-01-02T04:51:52.000Z","15","se17hzoq","1","dp-means++","100","0.005","2","2","100","4","-9.989167355586076e-15","0","63.943591177180366","0.2615824154232079","100","100","2","0.5048484848484849"
"sunny-sweep-25924","finished","-","rylan","","2022-01-02T04:51:45.000Z","9","se17hzoq","1","dp-means++","100","0.005","2","2","100","3","-2.8663564946206606e-14","0","305.46678301204236","0.2616480412956257","100","100","2","0.5050505050505051"
"helpful-sweep-25923","finished","-","rylan","","2022-01-02T04:51:30.000Z","11","se17hzoq","1","dp-means++","100","0.005","2","2","100","2","-4.0587864128852174e-14","0","13.623714752690324","0.26000326591641304","100","100","2","0.5"
"youthful-sweep-25922","finished","-","rylan","","2022-01-02T04:51:14.000Z","10","se17hzoq","1","dp-means++","100","0.005","2","2","100","1","-4.1948351194623806e-14","0","132.9071434605049","0.2600032659164131","100","100","2","0.5"
"devout-sweep-25921","finished","-","rylan","","2022-01-02T04:50:58.000Z","12","se17hzoq","1","dp-means++","100","0.005","2","2","100","0","-3.62592066741382e-15","0","301.4564544824384","0.2592768241145082","100","100","2","0.49777777777777776"
"upbeat-sweep-25920","crashed","-","rylan","","2022-01-02T04:50:26.000Z","1146","se17hzoq","1","dp-means++","100","0.001","50","50","10000","4","","","","","","","",""
"eternal-sweep-25919","crashed","-","rylan","","2022-01-02T04:48:48.000Z","1241","se17hzoq","1","dp-means++","100","0.001","50","50","10000","3","","","","","","","",""
"deep-sweep-25918","crashed","-","rylan","","2022-01-02T04:48:39.000Z","1242","se17hzoq","1","dp-means++","100","0.001","50","50","10000","2","","","","","","","",""
"confused-sweep-25917","crashed","-","rylan","","2022-01-02T04:48:36.000Z","1266","se17hzoq","1","dp-means++","100","0.001","50","50","10000","1","","","","","","","",""
"stellar-sweep-25916","crashed","-","rylan","","2022-01-02T04:48:35.000Z","1241","se17hzoq","1","dp-means++","100","0.001","50","50","10000","0","","","","","","","",""
"easy-sweep-25915","finished","-","rylan","","2022-01-02T04:48:17.000Z","28","se17hzoq","1","dp-means++","100","0.001","50","50","1000","4","2.0993250762188123e-12","0","4637.2423873687585","0.7207134404267228","1000","1000","2","0.980166166166166"
"lunar-sweep-25914","finished","-","rylan","","2022-01-02T04:48:10.000Z","21","se17hzoq","1","dp-means++","100","0.001","50","50","1000","3","2.646722751787977e-12","0","4918.790116873841","0.7192760676875969","1000","1000","2","0.9796296296296296"
"toasty-sweep-25913","finished","-","rylan","","2022-01-02T04:47:57.000Z","35","se17hzoq","1","dp-means++","100","0.001","50","50","1000","2","2.610036948033944e-12","0","4641.784401034352","0.7192728262269501","1000","1000","2","0.9797097097097096"
"sage-sweep-25912","finished","-","rylan","","2022-01-02T04:47:46.000Z","27","se17hzoq","1","dp-means++","100","0.001","50","50","1000","1","2.7404079723707576e-12","0","6559.114820213932","0.7198306904737944","1000","1000","2","0.979831831831832"
"dulcet-sweep-25911","finished","-","rylan","","2022-01-02T04:47:44.000Z","20","se17hzoq","1","dp-means++","100","0.001","50","50","1000","0","1.9750547871395404e-12","0","6136.220908535748","0.7211392700009909","1000","1000","2","0.9803123123123124"
"unique-sweep-25910","finished","-","rylan","","2022-01-02T04:47:37.000Z","14","se17hzoq","1","dp-means++","100","0.001","50","50","100","4","-1.6940252605180878e-13","0","3979.8209115516943","0.8656930163238691","100","100","2","0.9765656565656564"
"dandy-sweep-25909","finished","-","rylan","","2022-01-02T04:47:31.000Z","13","se17hzoq","1","dp-means++","100","0.001","50","50","100","3","-1.9246056191608146e-13","0","4233.870211745945","0.8798967938520944","100","100","2","0.9795959595959596"
"rose-sweep-25908","finished","-","rylan","","2022-01-02T04:47:29.000Z","10","se17hzoq","1","dp-means++","100","0.001","50","50","100","2","-2.4916938413171543e-13","0","5998.311398539396","0.8730846533640877","100","100","2","0.9785858585858586"
"glad-sweep-25907","finished","-","rylan","","2022-01-02T04:47:13.000Z","10","se17hzoq","1","dp-means++","100","0.001","50","50","100","1","-3.466167894015203e-13","0","6150.29616507567","0.886975518620799","100","100","2","0.9816161616161616"
"cerulean-sweep-25906","finished","-","rylan","","2022-01-02T04:46:58.000Z","11","se17hzoq","1","dp-means++","100","0.001","50","50","100","0","-3.1327352581541616e-13","0","5574.367422216875","0.8807974237144355","100","100","2","0.9806060606060606"
"stilted-sweep-25905","crashed","-","rylan","","2022-01-02T04:46:20.000Z","1392","se17hzoq","1","dp-means++","100","0.001","50","10","10000","4","","","","","","","",""
"leafy-sweep-25904","crashed","-","rylan","","2022-01-02T04:45:35.000Z","1448","se17hzoq","1","dp-means++","100","0.001","50","10","10000","3","","","","","","","",""
"amber-sweep-25903","crashed","-","rylan","","2022-01-02T04:44:47.000Z","1481","se17hzoq","1","dp-means++","100","0.001","50","10","10000","2","","","","","","","",""
"logical-sweep-25902","crashed","-","rylan","","2022-01-02T04:44:22.000Z","1508","se17hzoq","1","dp-means++","100","0.001","50","10","10000","1","","","","","","","",""
"fresh-sweep-25901","crashed","-","rylan","","2022-01-02T04:43:57.000Z","1509","se17hzoq","1","dp-means++","100","0.001","50","10","10000","0","","","","","","","",""
"deft-sweep-25900","finished","-","rylan","","2022-01-02T04:43:31.000Z","20","se17hzoq","1","dp-means++","100","0.001","50","10","1000","4","2.0993250762188123e-12","0","1156.8354699155789","0.7207134404267228","1000","1000","2","0.980166166166166"
"fallen-sweep-25899","finished","-","rylan","","2022-01-02T04:43:05.000Z","23","se17hzoq","1","dp-means++","100","0.001","50","10","1000","3","2.646722751787977e-12","0","899.405760104711","0.7192760676875969","1000","1000","2","0.9796296296296296"
"balmy-sweep-25898","finished","-","rylan","","2022-01-02T04:42:40.000Z","20","se17hzoq","1","dp-means++","100","0.001","50","10","1000","2","2.610036948033944e-12","0","1512.1059141137398","0.7192728262269501","1000","1000","2","0.9797097097097096"
"dandy-sweep-25897","finished","-","rylan","","2022-01-02T04:42:14.000Z","20","se17hzoq","1","dp-means++","100","0.001","50","10","1000","1","2.7404079723707576e-12","0","1987.0988444226437","0.7198306904737944","1000","1000","2","0.979831831831832"
"worthy-sweep-25896","finished","-","rylan","","2022-01-02T04:41:48.000Z","21","se17hzoq","1","dp-means++","100","0.001","50","10","1000","0","1.9750547871395404e-12","0","1125.2778345043598","0.7211392700009909","1000","1000","2","0.9803123123123124"
"wandering-sweep-25895","finished","-","rylan","","2022-01-02T04:41:33.000Z","11","se17hzoq","1","dp-means++","100","0.001","50","10","100","4","-1.6940252605180878e-13","0","835.1103780455544","0.8656930163238691","100","100","2","0.9765656565656564"
"smooth-sweep-25894","finished","-","rylan","","2022-01-02T04:41:17.000Z","10","se17hzoq","1","dp-means++","100","0.001","50","10","100","3","-1.9246056191608146e-13","0","1330.3689111105605","0.8798967938520944","100","100","2","0.9795959595959596"
"summer-sweep-25893","finished","-","rylan","","2022-01-02T04:41:02.000Z","11","se17hzoq","1","dp-means++","100","0.001","50","10","100","2","-2.4916938413171543e-13","0","506.4284668191229","0.8730846533640877","100","100","2","0.9785858585858586"
"exalted-sweep-25892","finished","-","rylan","","2022-01-02T04:40:46.000Z","11","se17hzoq","1","dp-means++","100","0.001","50","10","100","1","-3.466167894015203e-13","0","1184.6482334530597","0.886975518620799","100","100","2","0.9816161616161616"
"sunny-sweep-25891","finished","-","rylan","","2022-01-02T04:40:31.000Z","12","se17hzoq","1","dp-means++","100","0.001","50","10","100","0","-3.1327352581541616e-13","0","369.19648969650234","0.8807974237144355","100","100","2","0.9806060606060606"
"twilight-sweep-25890","crashed","-","rylan","","2022-01-02T04:39:41.000Z","1780","se17hzoq","1","dp-means++","100","0.001","50","2","10000","4","","","","","","","",""
"cerulean-sweep-25889","crashed","-","rylan","","2022-01-02T04:39:09.000Z","1814","se17hzoq","1","dp-means++","100","0.001","50","2","10000","3","","","","","","","",""
"fluent-sweep-25888","crashed","-","rylan","","2022-01-02T04:33:15.000Z","2170","se17hzoq","1","dp-means++","100","0.001","50","2","10000","2","","","","","","","",""
"worthy-sweep-25887","crashed","-","rylan","","2022-01-02T04:31:42.000Z","2265","se17hzoq","1","dp-means++","100","0.001","50","2","10000","1","","","","","","","",""
"usual-sweep-25886","crashed","-","rylan","","2022-01-02T04:31:37.000Z","2261","se17hzoq","1","dp-means++","100","0.001","50","2","10000","0","","","","","","","",""
"neat-sweep-25885","finished","-","rylan","","2022-01-02T04:31:11.000Z","28","se17hzoq","1","dp-means++","100","0.001","50","2","1000","4","2.0993250762188123e-12","0","310.67635605739974","0.7207134404267228","1000","1000","2","0.980166166166166"
"lemon-sweep-25884","finished","-","rylan","","2022-01-02T04:30:40.000Z","28","se17hzoq","1","dp-means++","100","0.001","50","2","1000","3","2.646722751787977e-12","0","191.6137400480232","0.7192760676875969","1000","1000","2","0.9796296296296296"
"wandering-sweep-25883","finished","-","rylan","","2022-01-02T04:30:09.000Z","28","se17hzoq","1","dp-means++","100","0.001","50","2","1000","2","2.610036948033944e-12","0","123.91563123023576","0.7192728262269501","1000","1000","2","0.9797097097097096"
"icy-sweep-25882","finished","-","rylan","","2022-01-02T04:29:39.000Z","26","se17hzoq","1","dp-means++","100","0.001","50","2","1000","1","2.7404079723707576e-12","0","106.89627304332092","0.7198306904737944","1000","1000","2","0.979831831831832"
"valiant-sweep-25881","finished","-","rylan","","2022-01-02T04:29:08.000Z","25","se17hzoq","1","dp-means++","100","0.001","50","2","1000","0","1.9750547871395404e-12","0","313.52804840265975","0.7211392700009909","1000","1000","2","0.9803123123123124"
"icy-sweep-25880","finished","-","rylan","","2022-01-02T04:28:52.000Z","14","se17hzoq","1","dp-means++","100","0.001","50","2","100","4","-1.6940252605180878e-13","0","91.3536562491876","0.8656930163238691","100","100","2","0.9765656565656564"
"restful-sweep-25879","finished","-","rylan","","2022-01-02T04:28:37.000Z","12","se17hzoq","1","dp-means++","100","0.001","50","2","100","3","-1.9246056191608146e-13","0","132.96254769195366","0.8798967938520944","100","100","2","0.9795959595959596"
"floral-sweep-25878","finished","-","rylan","","2022-01-02T04:28:21.000Z","12","se17hzoq","1","dp-means++","100","0.001","50","2","100","2","-2.4916938413171543e-13","0","206.3892995622154","0.8730846533640877","100","100","2","0.9785858585858586"
"good-sweep-25877","finished","-","rylan","","2022-01-02T04:28:06.000Z","11","se17hzoq","1","dp-means++","100","0.001","50","2","100","1","-3.466167894015203e-13","0","173.8091883079159","0.886975518620799","100","100","2","0.9816161616161616"
"smart-sweep-25876","finished","-","rylan","","2022-01-02T04:27:50.000Z","13","se17hzoq","1","dp-means++","100","0.001","50","2","100","0","-3.1327352581541616e-13","0","78.3695492061355","0.8807974237144355","100","100","2","0.9806060606060606"
"gentle-sweep-25875","crashed","-","rylan","","2022-01-02T04:24:56.000Z","2659","se17hzoq","1","dp-means++","100","0.001","25","50","10000","4","","","","","","","",""
"youthful-sweep-25874","crashed","-","rylan","","2022-01-02T04:22:48.000Z","2803","se17hzoq","1","dp-means++","100","0.001","25","50","10000","3","","","","","","","",""
"leafy-sweep-25873","crashed","-","rylan","","2022-01-02T04:22:20.000Z","2834","se17hzoq","1","dp-means++","100","0.001","25","50","10000","2","","","","","","","",""
"wobbly-sweep-25872","crashed","-","rylan","","2022-01-02T04:20:57.000Z","2925","se17hzoq","1","dp-means++","100","0.001","25","50","10000","1","","","","","","","",""
"playful-sweep-25871","crashed","-","rylan","","2022-01-02T04:20:52.000Z","2923","se17hzoq","1","dp-means++","100","0.001","25","50","10000","0","","","","","","","",""
"clean-sweep-25870","finished","-","rylan","","2022-01-02T04:20:26.000Z","27","se17hzoq","1","dp-means++","100","0.001","25","50","1000","4","1.6072599349314197e-12","0","6582.367603568953","0.6342676957556092","1000","1000","2","0.960086086086086"
"daily-sweep-25869","finished","-","rylan","","2022-01-02T04:19:55.000Z","28","se17hzoq","1","dp-means++","100","0.001","25","50","1000","3","1.477781930830304e-12","0","8501.947110846664","0.6331846012148646","1000","1000","2","0.9594314314314314"
"apricot-sweep-25868","finished","-","rylan","","2022-01-02T04:19:24.000Z","26","se17hzoq","1","dp-means++","100","0.001","25","50","1000","2","1.4662689066598576e-12","0","4432.87714232227","0.6337527323145324","1000","1000","2","0.9598338338338338"
"daily-sweep-25867","finished","-","rylan","","2022-01-02T04:18:53.000Z","28","se17hzoq","1","dp-means++","100","0.001","25","50","1000","1","1.7624996650085032e-12","0","8918.327042202116","0.6341075970488453","1000","1000","2","0.959965965965966"
"hearty-sweep-25866","finished","-","rylan","","2022-01-02T04:18:22.000Z","27","se17hzoq","1","dp-means++","100","0.001","25","50","1000","0","1.819489963208398e-12","0","8154.912359609796","0.6347314222301335","1000","1000","2","0.9603443443443443"
"warm-sweep-25865","finished","-","rylan","","2022-01-02T04:18:06.000Z","12","se17hzoq","1","dp-means++","100","0.001","25","50","100","4","-1.145039468823837e-13","0","5308.320807734538","0.8035060417688796","100","100","2","0.9585858585858584"
"legendary-sweep-25864","finished","-","rylan","","2022-01-02T04:17:51.000Z","11","se17hzoq","1","dp-means++","100","0.001","25","50","100","3","-5.2115368869861904e-14","0","4077.600882193888","0.80284971966214","100","100","2","0.9597979797979798"
"toasty-sweep-25863","finished","-","rylan","","2022-01-02T04:17:35.000Z","12","se17hzoq","1","dp-means++","100","0.001","25","50","100","2","-2.192283149809267e-14","0","6409.995730742965","0.8118513170151378","100","100","2","0.9634343434343434"
"vocal-sweep-25862","finished","-","rylan","","2022-01-02T04:17:20.000Z","11","se17hzoq","1","dp-means++","100","0.001","25","50","100","1","-5.844086762891031e-14","0","6417.7996104911645","0.8094404392647622","100","100","2","0.9624242424242424"
"fanciful-sweep-25861","finished","-","rylan","","2022-01-02T04:17:04.000Z","12","se17hzoq","1","dp-means++","100","0.001","25","50","100","0","-5.843947230135724e-16","0","7255.683267343763","0.802376514303378","100","100","2","0.9612121212121212"
"treasured-sweep-25860","crashed","-","rylan","","2022-01-02T04:16:21.000Z","3193","se17hzoq","1","dp-means++","100","0.001","25","10","10000","4","","","","","","","",""
"easy-sweep-25859","crashed","-","rylan","","2022-01-02T04:15:57.000Z","3201","se17hzoq","1","dp-means++","100","0.001","25","10","10000","3","","","","","","","",""
"glowing-sweep-25858","crashed","-","rylan","","2022-01-02T04:14:46.000Z","3288","se17hzoq","1","dp-means++","100","0.001","25","10","10000","2","","","","","","","",""
"morning-sweep-25857","crashed","-","rylan","","2022-01-02T04:11:43.000Z","3464","se17hzoq","1","dp-means++","100","0.001","25","10","10000","1","","","","","","","",""
"toasty-sweep-25856","crashed","-","rylan","","2022-01-02T04:11:26.000Z","3494","se17hzoq","1","dp-means++","100","0.001","25","10","10000","0","","","","","","","",""
"fallen-sweep-25855","finished","-","rylan","","2022-01-02T04:11:17.000Z","22","se17hzoq","1","dp-means++","100","0.001","25","10","1000","4","1.6072599349314197e-12","0","695.8289438989644","0.6342676957556092","1000","1000","2","0.960086086086086"
