Num Initial Clusters,Num Inferred Clusters,Loss,_step,_wandb,_runtime,_timestamp,Adjusted Rand Score,Num Iter Till Convergence,Adjusted Mutual Info Score,Normalized Mutual Info Score,Runtime,Rand Score,n_samples,n_clusters,n_features,repeat_idx,init_method,max_distance_param,likelihood_cov_prefactor,centroids_prior_cov_prefactor,State,Sweep,run_name
1000.0,1000.0,69252.32408976424,0.0,{'runtime': 14},13.0,1641330270.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,11.221971007063985,0.8002042042042042,1000,5,29,0,dp-means++,0.5,1.0,10,finished,cngchcwr,proud-sweep-779
999.0,999.0,3979.537360528864,0.0,{'runtime': 7},6.0,1641330261.0,1.6060305926923492e-05,2.0,0.0004187319597097702,0.3778181793125263,3.9218502324074502,0.8004444444444444,1000,5,7,1,dp-means++,0.5,1.0,10,finished,cngchcwr,spring-sweep-778
1000.0,1000.0,8294.81660080353,0.0,{'runtime': 11},10.0,1641330257.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,8.354116089642048,0.8002042042042042,1000,5,7,0,dp-means++,0.5,1.0,10,finished,cngchcwr,divine-sweep-777
1000.0,1000.0,10334.070286107675,0.0,{'runtime': 14},13.0,1641330261.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,11.389808021485806,0.959965965965966,1000,25,29,1,dp-means++,0.1,1.0,10,finished,cngchcwr,devout-sweep-776
1000.0,1000.0,11876.568664850814,0.0,{'runtime': 14},12.0,1641330256.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,10.643119925633073,0.9603443443443443,1000,25,29,0,dp-means++,0.1,1.0,10,finished,cngchcwr,spring-sweep-775
1000.0,1000.0,4313.3616935800965,0.0,{'runtime': 12},11.0,1641330256.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,8.919347451999784,0.9603443443443443,1000,25,7,0,dp-means++,0.1,1.0,10,finished,cngchcwr,curious-sweep-773
1000.0,1000.0,825.2784001644432,0.0,{'runtime': 11},10.0,1641330255.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,8.605188276618719,0.959965965965966,1000,25,7,1,dp-means++,0.1,1.0,10,finished,cngchcwr,stellar-sweep-774
1000.0,1000.0,69252.32408976424,0.0,{'runtime': 15},15.0,1641330255.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,12.361794454976916,0.8002042042042042,1000,5,29,0,dp-means++,0.1,1.0,10,finished,cngchcwr,upbeat-sweep-771
1000.0,1000.0,52217.03648883706,0.0,{'runtime': 21},20.0,1641330268.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,18.431504705920815,0.8004424424424424,1000,5,29,1,dp-means++,0.1,1.0,10,finished,cngchcwr,royal-sweep-772
1000.0,1000.0,3979.5808159876706,0.0,{'runtime': 7},7.0,1641330242.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,4.986968135461211,0.8004424424424424,1000,5,7,1,dp-means++,0.1,1.0,10,finished,cngchcwr,happy-sweep-770
1000.0,1000.0,8294.81660080353,0.0,{'runtime': 7},6.0,1641330239.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,3.916655221953988,0.8002042042042042,1000,5,7,0,dp-means++,0.1,1.0,10,finished,cngchcwr,autumn-sweep-769
1.0,1.0,1747120.4525056423,0.0,{'runtime': 3},3.0,1641330234.0,0.0,2.0,-3.374047563088763e-17,0.0,0.18947978876531124,0.03965565565565565,1000,25,29,0,dp-means,500.0,50.0,10,finished,cngchcwr,fresh-sweep-767
1.0,1.0,416089.98091217154,0.0,{'runtime': 3},2.0,1641330229.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10797415114939211,0.04003403403403403,1000,25,7,1,dp-means,500.0,50.0,10,finished,cngchcwr,polished-sweep-766
1.0,1.0,413086.2979945051,0.0,{'runtime': 3},2.0,1641330229.0,0.0,2.0,-3.374047563088763e-17,0.0,0.07525639608502388,0.03965565565565565,1000,25,7,0,dp-means,500.0,50.0,10,finished,cngchcwr,floral-sweep-765
1.0,1.0,1717310.669340521,0.0,{'runtime': 3},2.0,1641330229.0,0.0,2.0,-2.054045494103695e-16,0.0,0.11514290422201157,0.19955755755755755,1000,5,29,1,dp-means,500.0,50.0,10,finished,cngchcwr,jumping-sweep-764
1.0,1.0,1720042.8057842543,0.0,{'runtime': 3},2.0,1641330230.0,0.0,2.0,4.617703779927493e-16,0.0,0.11051014810800552,0.1997957957957958,1000,5,29,0,dp-means,500.0,50.0,10,finished,cngchcwr,amber-sweep-763
1.0,1.0,403281.0809485883,0.0,{'runtime': 3},2.0,1641330225.0,0.0,2.0,-2.054045494103695e-16,0.0,0.12344964034855366,0.19955755755755755,1000,5,7,1,dp-means,500.0,50.0,10,finished,cngchcwr,sage-sweep-762
1.0,1.0,394111.86334535736,0.0,{'runtime': 3},2.0,1641330226.0,0.0,2.0,4.617703779927493e-16,0.0,0.08092456497251987,0.1997957957957958,1000,5,7,0,dp-means,500.0,50.0,10,finished,cngchcwr,azure-sweep-761
1.0,1.0,1727621.225152454,0.0,{'runtime': 3},2.0,1641330221.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10800826177001,0.04003403403403403,1000,25,29,1,dp-means,100.0,50.0,10,finished,cngchcwr,fragrant-sweep-760
1.0,1.0,1747120.4525056423,0.0,{'runtime': 2},2.0,1641330221.0,0.0,2.0,-3.374047563088763e-17,0.0,0.13363716378808022,0.03965565565565565,1000,25,29,0,dp-means,100.0,50.0,10,finished,cngchcwr,rural-sweep-759
1.0,1.0,413086.2979945051,0.0,{'runtime': 3},2.0,1641330218.0,0.0,2.0,-3.374047563088763e-17,0.0,0.0701045747846365,0.03965565565565565,1000,25,7,0,dp-means,100.0,50.0,10,finished,cngchcwr,tough-sweep-757
1.0,1.0,416089.98091217154,0.0,{'runtime': 3},2.0,1641330218.0,0.0,2.0,-6.591644296403819e-17,0.0,0.07788952626287937,0.04003403403403403,1000,25,7,1,dp-means,100.0,50.0,10,finished,cngchcwr,warm-sweep-758
1.0,1.0,1717310.669340521,0.0,{'runtime': 3},2.0,1641330214.0,0.0,2.0,-2.054045494103695e-16,0.0,0.11306360177695753,0.19955755755755755,1000,5,29,1,dp-means,100.0,50.0,10,finished,cngchcwr,lively-sweep-756
1.0,1.0,1720042.8057842543,0.0,{'runtime': 3},1.0,1641330214.0,0.0,2.0,4.617703779927493e-16,0.0,0.09357352554798126,0.1997957957957958,1000,5,29,0,dp-means,100.0,50.0,10,finished,cngchcwr,ethereal-sweep-755
1.0,1.0,403281.0809485883,0.0,{'runtime': 3},1.0,1641330214.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07929015345871449,0.19955755755755755,1000,5,7,1,dp-means,100.0,50.0,10,finished,cngchcwr,azure-sweep-754
1.0,1.0,394111.86334535736,0.0,{'runtime': 3},1.0,1641330209.0,0.0,2.0,4.617703779927493e-16,0.0,0.10081873834133148,0.1997957957957958,1000,5,7,0,dp-means,100.0,50.0,10,finished,cngchcwr,rose-sweep-753
141.0,141.0,996731.6789272404,0.0,{'runtime': 3},3.0,1641330212.0,0.04862290357579284,8.0,0.1590775990545501,0.4198880561895044,0.46751740761101246,0.9527067067067068,1000,25,29,1,dp-means,50.0,50.0,10,finished,cngchcwr,good-sweep-752
127.0,127.0,1033992.044458821,0.0,{'runtime': 3},3.0,1641330211.0,0.0620595370644315,8.0,0.18370649802869937,0.42147520331827426,0.3056179080158472,0.9527107107107108,1000,25,29,0,dp-means,50.0,50.0,10,finished,cngchcwr,crimson-sweep-751
2.0,2.0,370380.6991368183,0.0,{'runtime': 3},2.0,1641330206.0,0.011783418741572852,19.0,0.03889744328251121,0.04489340146104183,0.6577461455017328,0.5063303303303304,1000,25,7,1,dp-means,50.0,50.0,10,finished,cngchcwr,honest-sweep-750
1.0,1.0,413086.2979945051,0.0,{'runtime': 3},2.0,1641330204.0,0.0,2.0,-3.374047563088763e-17,0.0,0.12445819936692716,0.03965565565565565,1000,25,7,0,dp-means,50.0,50.0,10,finished,cngchcwr,dandy-sweep-749
98.0,98.0,1076347.3442505363,0.0,{'runtime': 3},2.0,1641330203.0,0.04521250231129953,10.0,0.24420978128171625,0.2992852777612398,0.34582439437508583,0.8012072072072072,1000,5,29,0,dp-means,50.0,50.0,10,finished,cngchcwr,peach-sweep-747
105.0,105.0,1058709.4854407518,0.0,{'runtime': 3},2.0,1641330203.0,0.047104579281412734,7.0,0.2336433256092934,0.2929061829853476,0.34730855375528336,0.8016876876876877,1000,5,29,1,dp-means,50.0,50.0,10,finished,cngchcwr,earthy-sweep-748
1.0,1.0,403281.0809485883,0.0,{'runtime': 3},1.0,1641330198.0,0.0,2.0,-2.054045494103695e-16,0.0,0.09840828366577624,0.19955755755755755,1000,5,7,1,dp-means,50.0,50.0,10,finished,cngchcwr,pleasant-sweep-746
1.0,1.0,394111.86334535736,0.0,{'runtime': 3},1.0,1641330197.0,0.0,2.0,4.617703779927493e-16,0.0,0.09943177551031113,0.1997957957957958,1000,5,7,0,dp-means,50.0,50.0,10,finished,cngchcwr,magic-sweep-745
1000.0,1000.0,11753.79571415702,0.0,{'runtime': 3},2.0,1641330198.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.2682434692978859,0.959965965965966,1000,25,29,1,dp-means,10.0,50.0,10,finished,cngchcwr,splendid-sweep-744
1000.0,1000.0,12060.73096853471,0.0,{'runtime': 3},2.0,1641330194.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.2587642800062895,0.9603443443443443,1000,25,29,0,dp-means,10.0,50.0,10,finished,cngchcwr,pious-sweep-743
591.0,594.0,18471.37299953767,0.0,{'runtime': 3},3.0,1641330195.0,0.0016114172703677171,6.0,0.011036415909126822,0.5459239628137317,0.47296392917633057,0.9586826826826826,1000,25,7,1,dp-means,10.0,50.0,10,finished,cngchcwr,solar-sweep-742
570.0,573.0,23222.3779834372,0.0,{'runtime': 3},2.0,1641330194.0,0.002357434092232414,4.0,0.013399427654703654,0.540252876496966,0.27062483690679073,0.9589189189189188,1000,25,7,0,dp-means,10.0,50.0,10,finished,cngchcwr,pious-sweep-741
1000.0,1000.0,52116.205077915656,0.0,{'runtime': 3},2.0,1641330190.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.2546006925404072,0.8004424424424424,1000,5,29,1,dp-means,10.0,50.0,10,finished,cngchcwr,quiet-sweep-740
1000.0,1000.0,70661.47232225421,0.0,{'runtime': 3},2.0,1641330190.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.2777437027543783,0.8002042042042042,1000,5,29,0,dp-means,10.0,50.0,10,finished,cngchcwr,glowing-sweep-739
559.0,561.0,23408.364992620292,0.0,{'runtime': 3},2.0,1641330186.0,0.0015046606227252569,6.0,0.028045682588046267,0.28961816081112685,0.2890935894101858,0.7996856856856857,1000,5,7,1,dp-means,10.0,50.0,10,finished,cngchcwr,volcanic-sweep-738
524.0,524.0,38005.39224690983,0.0,{'runtime': 3},2.0,1641330186.0,0.0017453351637964267,4.0,0.028791035709588134,0.2792660795645028,0.18169401958584783,0.7993913913913914,1000,5,7,0,dp-means,10.0,50.0,10,finished,cngchcwr,floral-sweep-737
1000.0,1000.0,11753.79571415702,0.0,{'runtime': 3},2.0,1641330183.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.24237233214080336,0.959965965965966,1000,25,29,1,dp-means,5.0,50.0,10,finished,cngchcwr,ethereal-sweep-736
1000.0,1000.0,12060.73096853471,0.0,{'runtime': 3},1.0,1641330183.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.18100845254957676,0.9603443443443443,1000,25,29,0,dp-means,5.0,50.0,10,finished,cngchcwr,dashing-sweep-735
988.0,988.0,1129.5500300177828,0.0,{'runtime': 3},1.0,1641330183.0,5.1938282090961704e-05,2.0,0.00038766051467558016,0.6321319831863954,0.13607184030115604,0.959945945945946,1000,25,7,1,dp-means,5.0,50.0,10,finished,cngchcwr,silvery-sweep-734
984.0,984.0,5344.338147151084,0.0,{'runtime': 3},2.0,1641330179.0,-6.401645564193203e-05,2.0,-0.000473321863969459,0.6317322757480683,0.1681133583188057,0.9603123123123124,1000,25,7,0,dp-means,5.0,50.0,10,finished,cngchcwr,honest-sweep-733
1000.0,1000.0,52116.205077915656,0.0,{'runtime': 3},3.0,1641330181.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.2575038094073534,0.8004424424424424,1000,5,29,1,dp-means,5.0,50.0,10,finished,cngchcwr,eager-sweep-732
1000.0,1000.0,70661.47232225421,0.0,{'runtime': 3},3.0,1641330180.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.265405161306262,0.8002042042042042,1000,5,29,0,dp-means,5.0,50.0,10,finished,cngchcwr,pious-sweep-731
985.0,985.0,5418.614523400073,0.0,{'runtime': 3},2.0,1641330175.0,4.025833338930877e-05,2.0,0.0010474183550151924,0.37541771633520904,0.18739312328398228,0.8004324324324325,1000,5,7,1,dp-means,5.0,50.0,10,finished,cngchcwr,solar-sweep-730
982.0,982.0,18622.802715087004,0.0,{'runtime': 3},2.0,1641330173.0,0.0001363439895883995,2.0,0.0025560732731452793,0.37555474106855,0.2185753043740988,0.8002062062062062,1000,5,7,0,dp-means,5.0,50.0,10,finished,cngchcwr,dainty-sweep-729
1000.0,1000.0,11753.79571415702,0.0,{'runtime': 3},2.0,1641330172.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.2871472407132387,0.959965965965966,1000,25,29,1,dp-means,1.0,50.0,10,finished,cngchcwr,scarlet-sweep-728
1000.0,1000.0,12060.73096853471,0.0,{'runtime': 3},2.0,1641330171.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.15852969512343407,0.9603443443443443,1000,25,29,0,dp-means,1.0,50.0,10,finished,cngchcwr,desert-sweep-727
1000.0,1000.0,1001.45713150864,0.0,{'runtime': 3},2.0,1641330167.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.1661125384271145,0.959965965965966,1000,25,7,1,dp-means,1.0,50.0,10,finished,cngchcwr,scarlet-sweep-726
1000.0,1000.0,52116.205077915656,0.0,{'runtime': 3},2.0,1641330168.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.17961480654776096,0.8004424424424424,1000,5,29,1,dp-means,1.0,50.0,10,finished,cngchcwr,kind-sweep-724
1000.0,1000.0,5199.903806800192,0.0,{'runtime': 3},2.0,1641330168.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.13447728380560875,0.9603443443443443,1000,25,7,0,dp-means,1.0,50.0,10,finished,cngchcwr,pretty-sweep-725
1000.0,1000.0,70661.47232225421,0.0,{'runtime': 3},2.0,1641330163.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.2433749157935381,0.8002042042042042,1000,5,29,0,dp-means,1.0,50.0,10,finished,cngchcwr,fearless-sweep-723
1000.0,1000.0,18422.397066552396,0.0,{'runtime': 3},1.0,1641330161.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.14120730943977833,0.8002042042042042,1000,5,7,0,dp-means,1.0,50.0,10,finished,cngchcwr,firm-sweep-721
1000.0,1000.0,5269.223628308489,0.0,{'runtime': 3},2.0,1641330163.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.19491015188395977,0.8004424424424424,1000,5,7,1,dp-means,1.0,50.0,10,finished,cngchcwr,swept-sweep-722
1000.0,1000.0,11753.79571415702,0.0,{'runtime': 3},2.0,1641330159.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.1764477677643299,0.959965965965966,1000,25,29,1,dp-means,0.5,50.0,10,finished,cngchcwr,frosty-sweep-720
1000.0,1000.0,12060.73096853471,0.0,{'runtime': 3},2.0,1641330159.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.32012794725596905,0.9603443443443443,1000,25,29,0,dp-means,0.5,50.0,10,finished,cngchcwr,resilient-sweep-719
1000.0,1000.0,1001.45713150864,0.0,{'runtime': 3},2.0,1641330156.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.1804027035832405,0.959965965965966,1000,25,7,1,dp-means,0.5,50.0,10,finished,cngchcwr,comic-sweep-718
1000.0,1000.0,5199.903806800192,0.0,{'runtime': 3},2.0,1641330152.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.2035689540207386,0.9603443443443443,1000,25,7,0,dp-means,0.5,50.0,10,finished,cngchcwr,different-sweep-717
1000.0,1000.0,70661.47232225421,0.0,{'runtime': 3},2.0,1641330152.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.17077310010790825,0.8002042042042042,1000,5,29,0,dp-means,0.5,50.0,10,finished,cngchcwr,soft-sweep-715
1000.0,1000.0,52116.205077915656,0.0,{'runtime': 3},3.0,1641330153.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.23349151946604252,0.8004424424424424,1000,5,29,1,dp-means,0.5,50.0,10,finished,cngchcwr,curious-sweep-716
1000.0,1000.0,5269.223628308489,0.0,{'runtime': 3},1.0,1641330159.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.1909179463982582,0.8004424424424424,1000,5,7,1,dp-means,0.5,50.0,10,finished,cngchcwr,swept-sweep-714
1000.0,1000.0,18422.397066552396,0.0,{'runtime': 3},2.0,1641330148.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.1922586280852556,0.8002042042042042,1000,5,7,0,dp-means,0.5,50.0,10,finished,cngchcwr,solar-sweep-713
1000.0,1000.0,11753.79571415702,0.0,{'runtime': 3},3.0,1641330150.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.28909400664269924,0.959965965965966,1000,25,29,1,dp-means,0.1,50.0,10,finished,cngchcwr,valiant-sweep-712
1000.0,1000.0,12060.73096853471,0.0,{'runtime': 3},2.0,1641330148.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.23140246234834191,0.9603443443443443,1000,25,29,0,dp-means,0.1,50.0,10,finished,cngchcwr,dark-sweep-711
1000.0,1000.0,1001.45713150864,0.0,{'runtime': 3},3.0,1641330147.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.1344070229679346,0.959965965965966,1000,25,7,1,dp-means,0.1,50.0,10,finished,cngchcwr,glowing-sweep-710
1000.0,1000.0,5199.903806800192,0.0,{'runtime': 3},2.0,1641330142.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.2210617195814848,0.9603443443443443,1000,25,7,0,dp-means,0.1,50.0,10,finished,cngchcwr,silver-sweep-709
1000.0,1000.0,52116.205077915656,0.0,{'runtime': 3},3.0,1641330142.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.2635887488722801,0.8004424424424424,1000,5,29,1,dp-means,0.1,50.0,10,finished,cngchcwr,smooth-sweep-708
1000.0,1000.0,70661.47232225421,0.0,{'runtime': 3},1.0,1641330136.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.23008465580642223,0.8002042042042042,1000,5,29,0,dp-means,0.1,50.0,10,finished,cngchcwr,fluent-sweep-707
1000.0,1000.0,18422.397066552396,0.0,{'runtime': 3},2.0,1641330137.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.14845962449908257,0.8002042042042042,1000,5,7,0,dp-means,0.1,50.0,10,finished,cngchcwr,fragrant-sweep-705
1000.0,1000.0,5269.223628308489,0.0,{'runtime': 3},2.0,1641330137.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.1884808037430048,0.8004424424424424,1000,5,7,1,dp-means,0.1,50.0,10,finished,cngchcwr,crisp-sweep-706
1.0,1.0,568977.0043348054,0.0,{'runtime': 3},2.0,1641330134.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10058494284749032,0.04003403403403403,1000,25,29,1,dp-means,500.0,10.0,10,finished,cngchcwr,warm-sweep-704
1.0,1.0,134422.30123645422,0.0,{'runtime': 3},2.0,1641330131.0,0.0,2.0,-3.374047563088763e-17,0.0,0.10175208374857904,0.03965565565565565,1000,25,7,0,dp-means,500.0,10.0,10,finished,cngchcwr,treasured-sweep-701
1.0,1.0,579374.4619320406,0.0,{'runtime': 3},2.0,1641330131.0,0.0,2.0,-3.374047563088763e-17,0.0,0.10887321271002293,0.03965565565565565,1000,25,29,0,dp-means,500.0,10.0,10,finished,cngchcwr,rosy-sweep-703
1.0,1.0,141193.4753545313,0.0,{'runtime': 3},2.0,1641330132.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10475364699959756,0.04003403403403403,1000,25,7,1,dp-means,500.0,10.0,10,finished,cngchcwr,deep-sweep-702
1.0,1.0,566700.161430377,0.0,{'runtime': 3},2.0,1641330131.0,0.0,2.0,-2.054045494103695e-16,0.0,0.08724555745720863,0.19955755755755755,1000,5,29,1,dp-means,500.0,10.0,10,finished,cngchcwr,volcanic-sweep-700
1.0,1.0,585267.0834766745,0.0,{'runtime': 3},2.0,1641330128.0,0.0,2.0,4.617703779927493e-16,0.0,0.12826600670814514,0.1997957957957958,1000,5,29,0,dp-means,500.0,10.0,10,finished,cngchcwr,bumbling-sweep-699
1.0,1.0,126544.19883224196,0.0,{'runtime': 3},2.0,1641330127.0,0.0,2.0,-2.054045494103695e-16,0.0,0.0757331307977438,0.19955755755755755,1000,5,7,1,dp-means,500.0,10.0,10,finished,cngchcwr,stellar-sweep-698
1.0,1.0,120295.64737885645,0.0,{'runtime': 3},2.0,1641330121.0,0.0,2.0,4.617703779927493e-16,0.0,0.10321968421339987,0.1997957957957958,1000,5,7,0,dp-means,500.0,10.0,10,finished,cngchcwr,woven-sweep-697
1.0,1.0,579374.4619320406,0.0,{'runtime': 3},2.0,1641330122.0,0.0,2.0,-3.374047563088763e-17,0.0,0.1504022441804409,0.03965565565565565,1000,25,29,0,dp-means,100.0,10.0,10,finished,cngchcwr,wild-sweep-695
1.0,1.0,568977.0043348054,0.0,{'runtime': 3},2.0,1641330122.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10837029479444028,0.04003403403403403,1000,25,29,1,dp-means,100.0,10.0,10,finished,cngchcwr,swift-sweep-696
1.0,1.0,141193.4753545313,0.0,{'runtime': 3},2.0,1641330118.0,0.0,2.0,-6.591644296403819e-17,0.0,0.10072071477770804,0.04003403403403403,1000,25,7,1,dp-means,100.0,10.0,10,finished,cngchcwr,fluent-sweep-694
1.0,1.0,134422.30123645422,0.0,{'runtime': 3},2.0,1641330117.0,0.0,2.0,-3.374047563088763e-17,0.0,0.0912291780114174,0.03965565565565565,1000,25,7,0,dp-means,100.0,10.0,10,finished,cngchcwr,ancient-sweep-693
1.0,1.0,566700.161430377,0.0,{'runtime': 3},3.0,1641330117.0,0.0,2.0,-2.054045494103695e-16,0.0,0.10269900597631933,0.19955755755755755,1000,5,29,1,dp-means,100.0,10.0,10,finished,cngchcwr,splendid-sweep-692
1.0,1.0,585267.0834766745,0.0,{'runtime': 3},2.0,1641330118.0,0.0,2.0,4.617703779927493e-16,0.0,0.13777369633316994,0.1997957957957958,1000,5,29,0,dp-means,100.0,10.0,10,finished,cngchcwr,different-sweep-691
1.0,1.0,126544.19883224196,0.0,{'runtime': 3},2.0,1641330115.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07486442103981972,0.19955755755755755,1000,5,7,1,dp-means,100.0,10.0,10,finished,cngchcwr,bumbling-sweep-690
1.0,1.0,120295.64737885645,0.0,{'runtime': 3},2.0,1641330111.0,0.0,2.0,4.617703779927493e-16,0.0,0.12767503783106804,0.1997957957957958,1000,5,7,0,dp-means,100.0,10.0,10,finished,cngchcwr,expert-sweep-689
1.0,1.0,568977.0043348054,0.0,{'runtime': 3},2.0,1641330109.0,0.0,2.0,-6.591644296403819e-17,0.0,0.1079629547894001,0.04003403403403403,1000,25,29,1,dp-means,50.0,10.0,10,finished,cngchcwr,twilight-sweep-688
1.0,1.0,579374.4619320406,0.0,{'runtime': 3},1.0,1641330105.0,0.0,2.0,-3.374047563088763e-17,0.0,0.11467339470982552,0.03965565565565565,1000,25,29,0,dp-means,50.0,10.0,10,finished,cngchcwr,legendary-sweep-687
1.0,1.0,134422.30123645422,0.0,{'runtime': 3},2.0,1641330105.0,0.0,2.0,-3.374047563088763e-17,0.0,0.07686623372137547,0.03965565565565565,1000,25,7,0,dp-means,50.0,10.0,10,finished,cngchcwr,exalted-sweep-685
1.0,1.0,141193.4753545313,0.0,{'runtime': 3},2.0,1641330105.0,0.0,2.0,-6.591644296403819e-17,0.0,0.07579591125249863,0.04003403403403403,1000,25,7,1,dp-means,50.0,10.0,10,finished,cngchcwr,firm-sweep-686
1.0,1.0,566700.161430377,0.0,{'runtime': 3},2.0,1641330103.0,0.0,2.0,-2.054045494103695e-16,0.0,0.10136351175606252,0.19955755755755755,1000,5,29,1,dp-means,50.0,10.0,10,finished,cngchcwr,polar-sweep-684
1.0,1.0,585267.0834766745,0.0,{'runtime': 3},2.0,1641330100.0,0.0,2.0,4.617703779927493e-16,0.0,0.10917004197835922,0.1997957957957958,1000,5,29,0,dp-means,50.0,10.0,10,finished,cngchcwr,fine-sweep-683
1.0,1.0,120295.64737885645,0.0,{'runtime': 3},2.0,1641330100.0,0.0,2.0,4.617703779927493e-16,0.0,0.10582100786268712,0.1997957957957958,1000,5,7,0,dp-means,50.0,10.0,10,finished,cngchcwr,vibrant-sweep-681
1.0,1.0,126544.19883224196,0.0,{'runtime': 3},1.0,1641330099.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07034014351665974,0.19955755755755755,1000,5,7,1,dp-means,50.0,10.0,10,finished,cngchcwr,comic-sweep-682
1000.0,1000.0,10659.17693589474,0.0,{'runtime': 3},2.0,1641330099.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.1997711770236492,0.959965965965966,1000,25,29,1,dp-means,10.0,10.0,10,finished,cngchcwr,icy-sweep-680
1000.0,1000.0,11787.76756208045,0.0,{'runtime': 3},2.0,1641330097.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.27617371268570423,0.9603443443443443,1000,25,29,0,dp-means,10.0,10.0,10,finished,cngchcwr,devoted-sweep-679
100.0,104.0,32766.247729756476,0.0,{'runtime': 3},3.0,1641330096.0,0.10706981710710238,10.0,0.3053861003303901,0.495472140794513,0.4345870316028595,0.95415015015015,1000,25,7,1,dp-means,10.0,10.0,10,finished,cngchcwr,cool-sweep-678
90.0,99.0,33751.37783985509,0.0,{'runtime': 3},2.0,1641330090.0,0.08869188402427652,14.0,0.2675415322073882,0.46352158958380224,0.47798668034374714,0.9530590590590592,1000,25,7,0,dp-means,10.0,10.0,10,finished,cngchcwr,exalted-sweep-677
1000.0,1000.0,52759.89374395645,0.0,{'runtime': 3},2.0,1641330091.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.1723022386431694,0.8004424424424424,1000,5,29,1,dp-means,10.0,10.0,10,finished,cngchcwr,drawn-sweep-676
1000.0,1000.0,72288.42212186864,0.0,{'runtime': 3},2.0,1641330091.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.19151189178228376,0.8002042042042042,1000,5,29,0,dp-means,10.0,10.0,10,finished,cngchcwr,young-sweep-675
72.0,77.0,33519.827788502764,0.0,{'runtime': 3},2.0,1641330088.0,0.07549073590989648,12.0,0.34003684243863147,0.37855423086975487,0.436680443584919,0.8060960960960961,1000,5,7,1,dp-means,10.0,10.0,10,finished,cngchcwr,jolly-sweep-674
63.0,65.0,39034.433756145154,0.0,{'runtime': 3},2.0,1641330086.0,0.05480735861235629,14.0,0.262403845626929,0.2986811064831276,0.4999686796218157,0.8007247247247248,1000,5,7,0,dp-means,10.0,10.0,10,finished,cngchcwr,still-sweep-673
