"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","centroids_prior_cov_prefactor","init_method","likelihood_cov_prefactor","max_distance_param","n_clusters","n_features","n_samples","repeat_idx","Adjusted Mutual Info Score","Adjusted Rand Score","Loss","Normalized Mutual Info Score","Num Inferred Clusters","Num Initial Clusters","Num Iter Till Convergence","Rand Score"
"vivid-sweep-5246","2fpv2c31","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","5","","","","","","","",""
"feasible-sweep-5248","6qfsbkky","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","7","","","","","","","",""
"honest-sweep-5244","jv2bdk7n","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","3","","","","","","","",""
"effortless-sweep-5247","1tfkg2dy","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","6","","","","","","","",""
"fearless-sweep-5245","d4kzz9jw","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","4","","","","","","","",""
"vivid-sweep-5249","cpz7xs35","running","-","rylan","","2021-12-30T20:54:22.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","8","","","","","","","",""
"cerulean-sweep-5242","guq26bw2","running","-","rylan","","2021-12-30T20:54:18.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","1","","","","","","","",""
"lemon-sweep-5243","nu49pmfe","running","-","rylan","","2021-12-30T20:54:18.000Z","0","cm8fwjsi","10","dp-means","1","750","20","50","100","2","","","","","","","",""
"rosy-sweep-5241","y70i9fw3","finished","-","rylan","","2021-12-30T20:54:10.000Z","11","cm8fwjsi","10","dp-means","1","750","20","50","100","0","0","0","52578.13184212842","0","1","1","2","0.048484848484848485"
"electric-sweep-5240","2smx115o","finished","-","rylan","","2021-12-30T20:54:09.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","9","-3.389083849697206e-17","0","272477.7222940783","0","1","1","2","0.04986586586586587"
"fanciful-sweep-5238","uqm4auwf","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","7","-9.340126657671728e-17","0","251966.89640076185","0","1","1","2","0.05002602602602602"
"valiant-sweep-5234","bjdl6v2a","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","3","8.881690788757621e-17","0","261656.54016067603","0","1","1","2","0.05063863863863864"
"divine-sweep-5237","jywcbst8","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","6","-8.972983607516497e-17","0","282548.41983356525","0","1","1","2","0.049677677677677674"
"zesty-sweep-5235","iltbsaev","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","4","-1.5648695476369288e-16","0","250401.31128233369","0","1","1","2","0.05007607607607607"
"clear-sweep-5236","bi9byswj","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","5","-1.5169481247145766e-16","0","272955.18173618615","0","1","1","2","0.04995195195195195"
"glorious-sweep-5239","pws48kx6","finished","-","rylan","","2021-12-30T20:54:08.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","8","-1.4678792794786808e-16","0","285327.68733941216","0","1","1","2","0.04971571571571571"
"celestial-sweep-5233","cpz7xs35","finished","-","rylan","","2021-12-30T20:54:07.000Z","12","cm8fwjsi","10","dp-means","1","750","20","25","1000","2","6.842169833058117e-17","0","267715.0884089811","0","1","1","2","0.05002002002002002"
"fresh-sweep-5232","6qfsbkky","finished","-","rylan","","2021-12-30T20:54:07.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","1","-1.904874784107155e-16","0","277406.84029074316","0","1","1","2","0.05024424424424424"
"eager-sweep-5228","jv2bdk7n","finished","-","rylan","","2021-12-30T20:54:06.000Z","12","cm8fwjsi","10","dp-means","1","750","20","25","100","7","0","0","26379.99010712226","0","1","1","2","0.0498989898989899"
"dauntless-sweep-5230","2fpv2c31","finished","-","rylan","","2021-12-30T20:54:06.000Z","12","cm8fwjsi","10","dp-means","1","750","20","25","100","9","0","0","26497.81184444709","0","1","1","2","0.04909090909090909"
"swept-sweep-5229","d4kzz9jw","finished","-","rylan","","2021-12-30T20:54:06.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","100","8","0","0","28275.730518628912","0","1","1","2","0.05454545454545454"
"youthful-sweep-5231","1tfkg2dy","finished","-","rylan","","2021-12-30T20:54:06.000Z","11","cm8fwjsi","10","dp-means","1","750","20","25","1000","0","-9.327478040677283e-17","0","265814.69700798637","0","1","1","2","0.04963563563563564"
"astral-sweep-5227","ahkq8qcd","running","-","rylan","","2021-12-30T20:53:57.000Z","8","cm8fwjsi","10","dp-means","1","750","20","25","100","6","0","0","22795.63225589817","0","1","1","2","0.05454545454545454"
"jumping-sweep-5226","4hw6vci9","running","-","rylan","","2021-12-30T20:53:56.000Z","10","cm8fwjsi","10","dp-means","1","750","20","25","100","5","0","0","27284.083491781923","0","1","1","2","0.04828282828282828"
"fiery-sweep-5225","cme7cjsu","running","-","rylan","","2021-12-30T20:53:55.000Z","10","cm8fwjsi","10","dp-means","1","750","20","25","100","4","0","0","27183.707119585455","0","1","1","2","0.050101010101010104"
"effortless-sweep-5223","4rwl4ayw","running","-","rylan","","2021-12-30T20:53:54.000Z","12","cm8fwjsi","10","dp-means","1","750","20","25","100","2","0","0","29025.107850739365","0","1","1","2","0.04868686868686869"
"deep-sweep-5224","y70i9fw3","finished","-","rylan","","2021-12-30T20:53:54.000Z","10","cm8fwjsi","10","dp-means","1","750","20","25","100","3","0","0","27296.27882053106","0","1","1","2","0.05191919191919192"
"wise-sweep-5222","2smx115o","finished","-","rylan","","2021-12-30T20:53:54.000Z","10","cm8fwjsi","10","dp-means","1","750","20","25","100","1","0","0","26068.93088235269","0","1","1","2","0.04727272727272727"
"sleek-sweep-5220","jywcbst8","finished","-","rylan","","2021-12-30T20:53:53.000Z","9","cm8fwjsi","10","dp-means","1","750","20","10","1000","9","-3.389083849697206e-17","0","98273.23326820503","0","1","1","2","0.04986586586586587"
"fiery-sweep-5221","uqm4auwf","finished","-","rylan","","2021-12-30T20:53:53.000Z","10","cm8fwjsi","10","dp-means","1","750","20","25","100","0","0","0","25737.57498495261","0","1","1","2","0.048484848484848485"
"divine-sweep-5218","iltbsaev","finished","-","rylan","","2021-12-30T20:53:52.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","7","-9.340126657671728e-17","0","95065.53126895556","0","1","1","2","0.05002602602602602"
"sandy-sweep-5219","bi9byswj","finished","-","rylan","","2021-12-30T20:53:52.000Z","10","cm8fwjsi","10","dp-means","1","750","20","10","1000","8","-1.4678792794786808e-16","0","117681.27041272524","0","1","1","2","0.04971571571571571"
"sweepy-sweep-5216","6qfsbkky","finished","-","rylan","","2021-12-30T20:53:51.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","5","-1.5169481247145766e-16","0","107116.56969000163","0","1","1","2","0.04995195195195195"
"soft-sweep-5217","cpz7xs35","finished","-","rylan","","2021-12-30T20:53:51.000Z","12","cm8fwjsi","10","dp-means","1","750","20","10","1000","6","-8.972983607516497e-17","0","110146.70903732767","0","1","1","2","0.049677677677677674"
"neat-sweep-5213","d4kzz9jw","finished","-","rylan","","2021-12-30T20:53:51.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","2","6.842169833058117e-17","0","126080.1319399796","0","1","1","2","0.05002002002002002"
"deft-sweep-5214","1tfkg2dy","finished","-","rylan","","2021-12-30T20:53:51.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","3","8.881690788757621e-17","0","105829.21764219052","0","1","1","2","0.05063863863863864"
"zesty-sweep-5215","2fpv2c31","finished","-","rylan","","2021-12-30T20:53:51.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","4","-1.5648695476369288e-16","0","94432.41985230322","0","1","1","2","0.05007607607607607"
"lilac-sweep-5212","jv2bdk7n","finished","-","rylan","","2021-12-30T20:53:51.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","1000","1","-1.904874784107155e-16","0","120511.23050311636","0","1","1","2","0.05024424424424424"
"sandy-sweep-5211","hk1htj6j","running","-","rylan","","2021-12-30T20:53:50.000Z","31","cm8fwjsi","10","dp-means","1","750","20","10","1000","0","-9.327478040677283e-17","0","101139.81947951743","0","1","1","2","0.04963563563563564"
"confused-sweep-5209","h5dbnzd9","running","-","rylan","","2021-12-30T20:53:42.000Z","8","cm8fwjsi","10","dp-means","1","750","20","10","100","8","0","0","11946.714535579267","0","1","1","2","0.05454545454545454"
"solar-sweep-5210","hkodi9pu","running","-","rylan","","2021-12-30T20:53:42.000Z","8","cm8fwjsi","10","dp-means","1","750","20","10","100","9","0","0","9912.42661880152","0","1","1","2","0.04909090909090909"
"dutiful-sweep-5208","cjhndjln","running","-","rylan","","2021-12-30T20:53:41.000Z","0","cm8fwjsi","10","dp-means","1","750","20","10","100","7","","","","","","","",""
"revived-sweep-5206","yb4i9qh3","running","-","rylan","","2021-12-30T20:53:40.000Z","10","cm8fwjsi","10","dp-means","1","750","20","10","100","5","0","0","11589.02380369374","0","1","1","2","0.04828282828282828"
"magic-sweep-5207","4hw6vci9","finished","-","rylan","","2021-12-30T20:53:40.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","100","6","0","0","10191.794051199444","0","1","1","2","0.05454545454545454"
"happy-sweep-5205","y70i9fw3","finished","-","rylan","","2021-12-30T20:53:39.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","100","4","0","0","9677.44396748744","0","1","1","2","0.050101010101010104"
"earthy-sweep-5204","4rwl4ayw","finished","-","rylan","","2021-12-30T20:53:38.000Z","12","cm8fwjsi","10","dp-means","1","750","20","10","100","3","0","0","11312.016214517424","0","1","1","2","0.05191919191919192"
"sleek-sweep-5203","2smx115o","finished","-","rylan","","2021-12-30T20:53:38.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","100","2","0","0","10178.821847858111","0","1","1","2","0.04868686868686869"
"polar-sweep-5201","jywcbst8","finished","-","rylan","","2021-12-30T20:53:37.000Z","11","cm8fwjsi","10","dp-means","1","750","20","10","100","0","0","0","9867.144230003934","0","1","1","2","0.048484848484848485"
"zesty-sweep-5202","uqm4auwf","running","-","rylan","","2021-12-30T20:53:37.000Z","10","cm8fwjsi","10","dp-means","1","750","20","10","100","1","0","0","10068.256280981976","0","1","1","2","0.04727272727272727"
"fiery-sweep-5200","ahkq8qcd","finished","-","rylan","","2021-12-30T20:53:36.000Z","14","cm8fwjsi","10","dp-means","1","750","10","100","1000","9","1.5684509093149215e-16","0","1051356.4264969632","0","1","1","2","0.0997837837837838"
"pious-sweep-5199","d4kzz9jw","finished","-","rylan","","2021-12-30T20:53:35.000Z","14","cm8fwjsi","10","dp-means","1","750","10","100","1000","8","-2.3515200555648597e-16","0","1082776.6385386386","0","1","1","2","0.10033033033033031"
"silver-sweep-5198","bi9byswj","finished","-","rylan","","2021-12-30T20:53:27.000Z","22","cm8fwjsi","10","dp-means","1","750","10","100","1000","7","1.7468534478912e-16","0","1092683.1413626438","0","1","1","2","0.099995995995996"
"pleasant-sweep-5197","iltbsaev","finished","-","rylan","","2021-12-30T20:53:27.000Z","20","cm8fwjsi","10","dp-means","1","750","10","100","1000","6","-7.570263306918232e-17","0","1131677.665965645","0","1","1","2","0.09971571571571572"
"azure-sweep-5195","h5dbnzd9","finished","-","rylan","","2021-12-30T20:53:26.000Z","13","cm8fwjsi","10","dp-means","1","750","10","100","1000","4","2.5060161587089803e-16","0","1038146.2668884506","0","1","1","2","0.1003043043043043"
"vivid-sweep-5196","hkodi9pu","finished","-","rylan","","2021-12-30T20:53:26.000Z","12","cm8fwjsi","10","dp-means","1","750","10","100","1000","5","-7.168796153097249e-29","0","1088952.3699451466","0","1","1","2","0.09987187187187188"
"usual-sweep-5194","cpz7xs35","finished","-","rylan","","2021-12-30T20:53:26.000Z","21","cm8fwjsi","10","dp-means","1","750","10","100","1000","3","-9.96403842967916e-17","0","1106523.733167215","0","1","1","2","0.09966766766766769"
"ruby-sweep-5192","2fpv2c31","finished","-","rylan","","2021-12-30T20:53:25.000Z","21","cm8fwjsi","10","dp-means","1","750","10","100","1000","1","2.580042033077814e-16","0","1110336.6678898763","0","1","1","2","0.0996996996996997"
"atomic-sweep-5190","4hw6vci9","finished","-","rylan","","2021-12-30T20:53:25.000Z","12","cm8fwjsi","10","dp-means","1","750","10","100","100","9","0","0","114187.85652642898","0","1","1","2","0.10363636363636364"
"deft-sweep-5191","jv2bdk7n","finished","-","rylan","","2021-12-30T20:53:25.000Z","21","cm8fwjsi","10","dp-means","1","750","10","100","1000","0","-1.6685003805527143e-16","0","1023056.2107282344","0","1","1","2","0.09972172172172172"
"gallant-sweep-5193","6qfsbkky","finished","-","rylan","","2021-12-30T20:53:25.000Z","21","cm8fwjsi","10","dp-means","1","750","10","100","1000","2","-4.946580158487838e-17","0","1059073.8759900508","0","1","1","2","0.09993593593593592"
"neat-sweep-5189","y70i9fw3","finished","-","rylan","","2021-12-30T20:53:23.000Z","11","cm8fwjsi","10","dp-means","1","750","10","100","100","8","0","0","107609.63034192256","0","1","1","2","0.0997979797979798"
"rosy-sweep-5187","2smx115o","finished","-","rylan","","2021-12-30T20:53:23.000Z","10","cm8fwjsi","10","dp-means","1","750","10","100","100","6","0","0","103863.1303427911","0","1","1","2","0.10444444444444444"
"swift-sweep-5188","4rwl4ayw","finished","-","rylan","","2021-12-30T20:53:23.000Z","12","cm8fwjsi","10","dp-means","1","750","10","100","100","7","0","0","108423.05782463036","0","1","1","2","0.10444444444444444"
"solar-sweep-5186","uqm4auwf","finished","-","rylan","","2021-12-30T20:53:22.000Z","10","cm8fwjsi","10","dp-means","1","750","10","100","100","5","0","0","103304.85822742284","0","1","1","2","0.09373737373737374"
"resilient-sweep-5185","jywcbst8","finished","-","rylan","","2021-12-30T20:53:22.000Z","10","cm8fwjsi","10","dp-means","1","750","10","100","100","4","0","0","101025.19963423362","0","1","1","2","0.09535353535353536"
"azure-sweep-5182","hkodi9pu","finished","-","rylan","","2021-12-30T20:53:11.000Z","9","cm8fwjsi","10","dp-means","1","750","10","100","100","1","0","0","109921.57151347236","0","1","1","2","0.10222222222222224"
"dandy-sweep-5184","bi9byswj","finished","-","rylan","","2021-12-30T20:53:11.000Z","12","cm8fwjsi","10","dp-means","1","750","10","100","100","3","0","0","103486.63918703608","0","1","1","2","0.10888888888888888"
"cool-sweep-5183","iltbsaev","finished","-","rylan","","2021-12-30T20:53:11.000Z","10","cm8fwjsi","10","dp-means","1","750","10","100","100","2","0","0","107785.152230597","0","1","1","2","0.09616161616161616"
"resilient-sweep-5181","h5dbnzd9","finished","-","rylan","","2021-12-30T20:53:11.000Z","10","cm8fwjsi","10","dp-means","1","750","10","100","100","0","0","0","110508.36220853194","0","1","1","2","0.0991919191919192"
"polished-sweep-5180","cpz7xs35","finished","-","rylan","","2021-12-30T20:53:10.000Z","11","cm8fwjsi","10","dp-means","1","750","10","50","1000","9","1.5684509093149215e-16","0","539984.7928715411","0","1","1","2","0.0997837837837838"
"drawn-sweep-5179","6qfsbkky","finished","-","rylan","","2021-12-30T20:53:10.000Z","13","cm8fwjsi","10","dp-means","1","750","10","50","1000","8","-2.3515200555648597e-16","0","537057.0232566947","0","1","1","2","0.10033033033033031"
"swept-sweep-5178","2fpv2c31","finished","-","rylan","","2021-12-30T20:53:10.000Z","12","cm8fwjsi","10","dp-means","1","750","10","50","1000","7","1.7468534478912e-16","0","527148.532248137","0","1","1","2","0.099995995995996"
"sunny-sweep-5177","y70i9fw3","finished","-","rylan","","2021-12-30T20:53:08.000Z","12","cm8fwjsi","10","dp-means","1","750","10","50","1000","6","-7.570263306918232e-17","0","549929.8259487816","0","1","1","2","0.09971571571571572"
"amber-sweep-5176","4rwl4ayw","finished","-","rylan","","2021-12-30T20:53:08.000Z","11","cm8fwjsi","10","dp-means","1","750","10","50","1000","5","-7.168796153097249e-29","0","538489.5715178156","0","1","1","2","0.09987187187187188"
"drawn-sweep-5175","2smx115o","finished","-","rylan","","2021-12-30T20:53:07.000Z","13","cm8fwjsi","10","dp-means","1","750","10","50","1000","4","2.5060161587089803e-16","0","495911.1711479376","0","1","1","2","0.1003043043043043"
"fallen-sweep-5173","jywcbst8","finished","-","rylan","","2021-12-30T20:53:06.000Z","13","cm8fwjsi","10","dp-means","1","750","10","50","1000","2","-4.946580158487838e-17","0","534145.8824796939","0","1","1","2","0.09993593593593592"
"breezy-sweep-5174","uqm4auwf","finished","-","rylan","","2021-12-30T20:53:06.000Z","10","cm8fwjsi","10","dp-means","1","750","10","50","1000","3","-9.96403842967916e-17","0","539425.1022785188","0","1","1","2","0.09966766766766769"
"decent-sweep-5171","4hw6vci9","finished","-","rylan","","2021-12-30T20:53:04.000Z","15","cm8fwjsi","10","dp-means","1","750","10","50","1000","0","-1.6685003805527143e-16","0","506354.5974334548","0","1","1","2","0.09972172172172172"
"azure-sweep-5172","jv2bdk7n","finished","-","rylan","","2021-12-30T20:53:04.000Z","16","cm8fwjsi","10","dp-means","1","750","10","50","1000","1","2.580042033077814e-16","0","543967.7697982455","0","1","1","2","0.0996996996996997"
"generous-sweep-5166","iltbsaev","finished","-","rylan","","2021-12-30T20:52:56.000Z","11","cm8fwjsi","10","dp-means","1","750","10","50","100","5","0","0","52217.26114907801","0","1","1","2","0.09373737373737374"
"confused-sweep-5167","uqm4auwf","finished","-","rylan","","2021-12-30T20:52:56.000Z","9","cm8fwjsi","10","dp-means","1","750","10","50","100","6","0","0","51393.11738941391","0","1","1","2","0.10444444444444444"
"polished-sweep-5168","guq26bw2","finished","-","rylan","","2021-12-30T20:52:56.000Z","79","cm8fwjsi","10","dp-means","1","750","10","50","100","7","0","0","56408.724989906135","0","1","1","2","0.10444444444444444"
"olive-sweep-5169","bi9byswj","finished","-","rylan","","2021-12-30T20:52:56.000Z","11","cm8fwjsi","10","dp-means","1","750","10","50","100","8","0","0","54974.09969409918","0","1","1","2","0.0997979797979798"
"toasty-sweep-5170","nu49pmfe","finished","-","rylan","","2021-12-30T20:52:56.000Z","80","cm8fwjsi","10","dp-means","1","750","10","50","100","9","0","0","58458.54050336975","0","1","1","2","0.10363636363636364"
"soft-sweep-5164","h5dbnzd9","finished","-","rylan","","2021-12-30T20:52:55.000Z","10","cm8fwjsi","10","dp-means","1","750","10","50","100","3","0","0","50500.30387373909","0","1","1","2","0.10888888888888888"
"zany-sweep-5165","hkodi9pu","finished","-","rylan","","2021-12-30T20:52:55.000Z","10","cm8fwjsi","10","dp-means","1","750","10","50","100","4","0","0","50645.80060421822","0","1","1","2","0.09535353535353536"
"stilted-sweep-5162","2fpv2c31","finished","-","rylan","","2021-12-30T20:52:54.000Z","11","cm8fwjsi","10","dp-means","1","750","10","50","100","1","0","0","53996.54630922267","0","1","1","2","0.10222222222222224"
"deft-sweep-5161","cpz7xs35","finished","-","rylan","","2021-12-30T20:52:54.000Z","12","cm8fwjsi","10","dp-means","1","750","10","50","100","0","0","0","59008.13098886721","0","1","1","2","0.0991919191919192"
"snowy-sweep-5163","6qfsbkky","finished","-","rylan","","2021-12-30T20:52:54.000Z","13","cm8fwjsi","10","dp-means","1","750","10","50","100","2","0","0","53219.00227819859","0","1","1","2","0.09616161616161616"
"youthful-sweep-5160","2smx115o","finished","-","rylan","","2021-12-30T20:52:52.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","1000","9","1.5684509093149215e-16","0","250655.8051042475","0","1","1","2","0.0997837837837838"
"fresh-sweep-5159","jywcbst8","finished","-","rylan","","2021-12-30T20:52:51.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","1000","8","-2.3515200555648597e-16","0","256774.3585916065","0","1","1","2","0.10033033033033031"
"whole-sweep-5158","jv2bdk7n","finished","-","rylan","","2021-12-30T20:52:49.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","1000","7","1.7468534478912e-16","0","266837.49787159695","0","1","1","2","0.099995995995996"
"fanciful-sweep-5157","4hw6vci9","finished","-","rylan","","2021-12-30T20:52:49.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","1000","6","-7.570263306918232e-17","0","268076.86199685076","0","1","1","2","0.09971571571571572"
"leafy-sweep-5156","y70i9fw3","finished","-","rylan","","2021-12-30T20:52:48.000Z","14","cm8fwjsi","10","dp-means","1","750","10","25","1000","5","-7.168796153097249e-29","0","238267.57548210997","0","1","1","2","0.09987187187187188"
"usual-sweep-5155","4rwl4ayw","finished","-","rylan","","2021-12-30T20:52:42.000Z","20","cm8fwjsi","10","dp-means","1","750","10","25","1000","4","2.5060161587089803e-16","0","241213.0678555479","0","1","1","2","0.1003043043043043"
"different-sweep-5151","bjdl6v2a","finished","-","rylan","","2021-12-30T20:52:41.000Z","85","cm8fwjsi","10","dp-means","1","750","10","25","1000","0","-1.6685003805527143e-16","0","255679.5820594398","0","1","1","2","0.09972172172172172"
"prime-sweep-5150","guq26bw2","finished","-","rylan","","2021-12-30T20:52:41.000Z","11","cm8fwjsi","10","dp-means","1","750","10","25","100","9","0","0","27917.131590213936","0","1","1","2","0.10363636363636364"
"desert-sweep-5152","nu49pmfe","finished","-","rylan","","2021-12-30T20:52:41.000Z","11","cm8fwjsi","10","dp-means","1","750","10","25","1000","1","2.580042033077814e-16","0","285095.1710396317","0","1","1","2","0.0996996996996997"
"driven-sweep-5153","q7pq71gl","running","-","rylan","","2021-12-30T20:52:41.000Z","0","cm8fwjsi","10","dp-means","1","750","10","25","1000","2","","","","","","","",""
"sweepy-sweep-5154","pws48kx6","finished","-","rylan","","2021-12-30T20:52:41.000Z","81","cm8fwjsi","10","dp-means","1","750","10","25","1000","3","-9.96403842967916e-17","0","258820.02099375124","0","1","1","2","0.09966766766766769"
"atomic-sweep-5147","iltbsaev","finished","-","rylan","","2021-12-30T20:52:40.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","100","6","0","0","26124.24415165898","0","1","1","2","0.10444444444444444"
"curious-sweep-5149","bi9byswj","finished","-","rylan","","2021-12-30T20:52:40.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","100","8","0","0","27218.22208846953","0","1","1","2","0.0997979797979798"
"amber-sweep-5145","h5dbnzd9","finished","-","rylan","","2021-12-30T20:52:40.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","100","4","0","0","27408.924378499178","0","1","1","2","0.09535353535353536"
"logical-sweep-5146","hkodi9pu","finished","-","rylan","","2021-12-30T20:52:40.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","100","5","0","0","26726.309043495377","0","1","1","2","0.09373737373737374"
"lemon-sweep-5148","uqm4auwf","finished","-","rylan","","2021-12-30T20:52:40.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","100","7","0","0","30170.535647762234","0","1","1","2","0.10444444444444444"
"earnest-sweep-5144","6qfsbkky","finished","-","rylan","","2021-12-30T20:52:39.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","100","3","0","0","23824.4393537616","0","1","1","2","0.10888888888888888"
"drawn-sweep-5143","cpz7xs35","finished","-","rylan","","2021-12-30T20:52:39.000Z","10","cm8fwjsi","10","dp-means","1","750","10","25","100","2","0","0","24605.570852564488","0","1","1","2","0.09616161616161616"
"stilted-sweep-5142","2smx115o","finished","-","rylan","","2021-12-30T20:52:36.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","100","1","0","0","24962.14498774109","0","1","1","2","0.10222222222222224"
"expert-sweep-5141","jywcbst8","finished","-","rylan","","2021-12-30T20:52:35.000Z","12","cm8fwjsi","10","dp-means","1","750","10","25","100","0","0","0","28245.07604768455","0","1","1","2","0.0991919191919192"
"lunar-sweep-5140","2fpv2c31","finished","-","rylan","","2021-12-30T20:52:34.000Z","16","cm8fwjsi","10","dp-means","1","750","10","10","1000","9","1.5684509093149215e-16","0","117128.581849305","0","1","1","2","0.0997837837837838"
"still-sweep-5139","pws48kx6","finished","-","rylan","","2021-12-30T20:52:26.000Z","9","cm8fwjsi","10","dp-means","1","750","10","10","1000","8","-2.3515200555648597e-16","0","105391.28614923358","0","1","1","2","0.10033033033033031"
"breezy-sweep-5138","q7pq71gl","finished","-","rylan","","2021-12-30T20:52:26.000Z","9","cm8fwjsi","10","dp-means","1","750","10","10","1000","7","1.7468534478912e-16","0","108074.35842733756","0","1","1","2","0.099995995995996"
"jolly-sweep-5134","bi9byswj","finished","-","rylan","","2021-12-30T20:52:25.000Z","11","cm8fwjsi","10","dp-means","1","750","10","10","1000","3","-9.96403842967916e-17","0","110561.30376956842","0","1","1","2","0.09966766766766769"
"sage-sweep-5136","guq26bw2","finished","-","rylan","","2021-12-30T20:52:25.000Z","10","cm8fwjsi","10","dp-means","1","750","10","10","1000","5","-7.168796153097249e-29","0","91299.17889898516","0","1","1","2","0.09987187187187188"
"driven-sweep-5133","iltbsaev","finished","-","rylan","","2021-12-30T20:52:25.000Z","10","cm8fwjsi","10","dp-means","1","750","10","10","1000","2","-4.946580158487838e-17","0","128861.53748373776","0","1","1","2","0.09993593593593592"
"wild-sweep-5135","uqm4auwf","finished","-","rylan","","2021-12-30T20:52:25.000Z","11","cm8fwjsi","10","dp-means","1","750","10","10","1000","4","2.5060161587089803e-16","0","109432.24643780314","0","1","1","2","0.1003043043043043"
"glad-sweep-5137","bjdl6v2a","finished","-","rylan","","2021-12-30T20:52:25.000Z","10","cm8fwjsi","10","dp-means","1","750","10","10","1000","6","-7.570263306918232e-17","0","87298.48189168407","0","1","1","2","0.09971571571571572"
"devout-sweep-5132","cpz7xs35","finished","-","rylan","","2021-12-30T20:52:23.000Z","12","cm8fwjsi","10","dp-means","1","750","10","10","1000","1","2.580042033077814e-16","0","123150.09868961324","0","1","1","2","0.0996996996996997"
"atomic-sweep-5131","6qfsbkky","finished","-","rylan","","2021-12-30T20:52:23.000Z","12","cm8fwjsi","10","dp-means","1","750","10","10","1000","0","-1.6685003805527143e-16","0","92785.64049337464","0","1","1","2","0.09972172172172172"
"serene-sweep-5130","2smx115o","finished","-","rylan","","2021-12-30T20:52:21.000Z","11","cm8fwjsi","10","dp-means","1","750","10","10","100","9","0","0","11389.023901824778","0","1","1","2","0.10363636363636364"
"dry-sweep-5129","y70i9fw3","finished","-","rylan","","2021-12-30T20:52:12.000Z","33","cm8fwjsi","10","dp-means","1","750","10","10","100","8","0","0","12198.64185751648","0","1","1","2","0.0997979797979798"
"logical-sweep-5128","4rwl4ayw","finished","-","rylan","","2021-12-30T20:52:11.000Z","26","cm8fwjsi","10","dp-means","1","750","10","10","100","7","0","0","13768.648347254668","0","1","1","2","0.10444444444444444"
"glorious-sweep-5126","q7pq71gl","finished","-","rylan","","2021-12-30T20:52:10.000Z","12","cm8fwjsi","10","dp-means","1","750","10","10","100","5","0","0","10950.200415163838","0","1","1","2","0.09373737373737374"
"hopeful-sweep-5127","pws48kx6","finished","-","rylan","","2021-12-30T20:52:10.000Z","11","cm8fwjsi","10","dp-means","1","750","10","10","100","6","0","0","10387.344030694185","0","1","1","2","0.10444444444444444"
"mild-sweep-5124","bi9byswj","finished","-","rylan","","2021-12-30T20:52:10.000Z","10","cm8fwjsi","10","dp-means","1","750","10","10","100","3","0","0","8836.568292735645","0","1","1","2","0.10888888888888888"
