Adjusted Rand Score,Num Initial Clusters,_step,_runtime,_timestamp,Rand Score,Num Inferred Clusters,Num Iter Till Convergence,Adjusted Mutual Info Score,Normalized Mutual Info Score,Loss,_wandb,Runtime,n_samples,n_clusters,n_features,repeat_idx,init_method,max_distance_param,likelihood_cov_prefactor,centroids_prior_cov_prefactor,State,Sweep,run_name,cov_prefactor_ratio
0.0,1.0,0.0,1.0,1641335915.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,597037.4642470181,{'runtime': 3},0.10103744640946388,1000,5,10,1,dp-means,500.0,50.0,10,finished,9h6ic3hn,legendary-sweep-764,0.2
0.0,1.0,0.0,2.0,1641335916.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,562310.862834787,{'runtime': 3},0.0997142530977726,1000,5,10,0,dp-means,500.0,50.0,10,finished,9h6ic3hn,charmed-sweep-763,0.2
0.0,1.0,0.0,2.0,1641335914.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,173988.49935062535,{'runtime': 3},0.10326912999153136,1000,5,3,1,dp-means,500.0,50.0,10,finished,9h6ic3hn,rosy-sweep-762,0.2
0.0,1.0,0.0,2.0,1641335916.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,172121.38803648422,{'runtime': 3},0.09635208919644356,1000,5,3,0,dp-means,500.0,50.0,10,finished,9h6ic3hn,bright-sweep-761,0.2
0.0,1.0,0.0,1.0,1641335912.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,606337.4077615007,{'runtime': 3},0.08926976658403873,1000,25,10,1,dp-means,100.0,50.0,10,finished,9h6ic3hn,bumbling-sweep-760,0.2
0.0,1.0,0.0,3.0,1641335911.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,170858.9987149644,{'runtime': 3},0.17429707571864128,1000,25,3,0,dp-means,100.0,50.0,10,finished,9h6ic3hn,treasured-sweep-757,0.2
0.0,1.0,0.0,2.0,1641335910.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,183747.90782477648,{'runtime': 3},0.11958455853164196,1000,25,3,1,dp-means,100.0,50.0,10,finished,9h6ic3hn,radiant-sweep-758,0.2
0.0,1.0,0.0,1.0,1641335908.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,606702.391761535,{'runtime': 3},0.10143043659627438,1000,25,10,0,dp-means,100.0,50.0,10,finished,9h6ic3hn,lyric-sweep-759,0.2
0.0,1.0,0.0,1.0,1641335906.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,597037.4642470181,{'runtime': 3},0.09019838646054268,1000,5,10,1,dp-means,100.0,50.0,10,finished,9h6ic3hn,usual-sweep-756,0.2
0.0,1.0,0.0,2.0,1641335905.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,562310.862834787,{'runtime': 3},0.11486501712352036,1000,5,10,0,dp-means,100.0,50.0,10,finished,9h6ic3hn,sage-sweep-755,0.2
0.0,1.0,0.0,2.0,1641335904.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,173988.49935062535,{'runtime': 3},0.09969053976237774,1000,5,3,1,dp-means,100.0,50.0,10,finished,9h6ic3hn,wild-sweep-754,0.2
0.0,1.0,0.0,2.0,1641335902.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,172121.38803648422,{'runtime': 3},0.10013657063245772,1000,5,3,0,dp-means,100.0,50.0,10,finished,9h6ic3hn,earthy-sweep-753,0.2
0.017232781744353647,3.0,0.0,2.0,1641335899.0,0.6581161161161161,3.0,36.0,0.05084321833143478,0.061633985936879805,531547.4088490511,{'runtime': 4},1.081211980432272,1000,25,10,1,dp-means,50.0,50.0,10,finished,9h6ic3hn,trim-sweep-752,0.2
0.0,1.0,0.0,2.0,1641335899.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,183747.90782477648,{'runtime': 3},0.0967656672000885,1000,25,3,1,dp-means,50.0,50.0,10,finished,9h6ic3hn,jumping-sweep-750,0.2
0.010600561263394093,2.0,0.0,3.0,1641335901.0,0.5055355355355355,2.0,25.0,0.04126663596791057,0.04724034194399276,559427.3030787704,{'runtime': 3},0.7482578679919243,1000,25,10,0,dp-means,50.0,50.0,10,finished,9h6ic3hn,radiant-sweep-751,0.2
0.15724140085856006,2.0,0.0,2.0,1641335898.0,0.5787727727727727,2.0,13.0,0.1876697791932704,0.18908588132997645,531696.2122467876,{'runtime': 3},0.37112806364893913,1000,5,10,1,dp-means,50.0,50.0,10,finished,9h6ic3hn,fancy-sweep-748,0.2
0.0,1.0,0.0,2.0,1641335901.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,170858.9987149644,{'runtime': 3},0.10759117640554904,1000,25,3,0,dp-means,50.0,50.0,10,finished,9h6ic3hn,quiet-sweep-749,0.2
0.1445036589660813,3.0,0.0,3.0,1641335894.0,0.6574514514514515,3.0,24.0,0.164579808976196,0.16706115860925433,480188.1551538906,{'runtime': 3},0.6699323486536741,1000,5,10,0,dp-means,50.0,50.0,10,finished,9h6ic3hn,proud-sweep-747,0.2
0.0,1.0,0.0,2.0,1641335895.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,173988.49935062535,{'runtime': 2},0.1124711912125349,1000,5,3,1,dp-means,50.0,50.0,10,finished,9h6ic3hn,smart-sweep-746,0.2
0.0,1.0,0.0,2.0,1641335895.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,172121.38803648422,{'runtime': 3},0.1703373733907938,1000,5,3,0,dp-means,50.0,50.0,10,finished,9h6ic3hn,sleek-sweep-745,0.2
6.379408682748863e-05,967.0,0.0,1.0,1641335891.0,0.959905905905906,967.0,2.0,0.000473911301375535,0.6283811506620716,6884.242564317984,{'runtime': 3},0.14918032102286816,1000,25,10,1,dp-means,10.0,50.0,10,finished,9h6ic3hn,devout-sweep-744,0.2
0.00029592307423258684,953.0,0.0,2.0,1641335890.0,0.9602602602602602,953.0,2.0,0.002170943130399694,0.6269053047400903,12648.015733874126,{'runtime': 3},0.17010563984513283,1000,25,10,0,dp-means,10.0,50.0,10,finished,9h6ic3hn,resilient-sweep-743,0.2
0.01243379180921494,45.0,0.0,2.0,1641335889.0,0.93582982982983,53.0,21.0,0.055868915567122805,0.22220281416735543,17929.814070705783,{'runtime': 3},0.675655810162425,1000,25,3,1,dp-means,10.0,50.0,10,finished,9h6ic3hn,stilted-sweep-742,0.2
0.01222271850289189,36.0,0.0,3.0,1641335888.0,0.929027027027027,44.0,15.0,0.04401335624498112,0.18414114634963827,20618.10944418974,{'runtime': 3},0.5173658840358257,1000,25,3,0,dp-means,10.0,50.0,10,finished,9h6ic3hn,iconic-sweep-741,0.2
0.0002290940602823917,955.0,0.0,2.0,1641335884.0,0.8004304304304304,955.0,2.0,0.005648702779322861,0.3721666276008373,13437.92280487367,{'runtime': 3},0.1955240033566952,1000,5,10,1,dp-means,10.0,50.0,10,finished,9h6ic3hn,swept-sweep-740,0.2
0.0002726657927610395,958.0,0.0,2.0,1641335884.0,0.8002022022022022,958.0,2.0,0.006824995410545452,0.3733481557451983,14250.391996734814,{'runtime': 3},0.1495000384747982,1000,5,10,0,dp-means,10.0,50.0,10,finished,9h6ic3hn,silver-sweep-739,0.2
0.013078713924824672,38.0,0.0,3.0,1641335884.0,0.7840660660660661,48.0,23.0,0.0665101730668526,0.10247920147704194,18974.578028195818,{'runtime': 4},0.7751225307583809,1000,5,3,1,dp-means,10.0,50.0,10,finished,9h6ic3hn,easy-sweep-738,0.2
0.0085096622429395,38.0,0.0,3.0,1641335886.0,0.7817357357357357,46.0,26.0,0.041721325194044825,0.07631186748777018,22341.713446332655,{'runtime': 4},0.8987099844962358,1000,5,3,0,dp-means,10.0,50.0,10,finished,9h6ic3hn,vital-sweep-737,0.2
0.0,1000.0,0.0,2.0,1641335882.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,5540.411441177597,{'runtime': 2},0.15236159600317478,1000,25,10,1,dp-means,5.0,50.0,10,finished,9h6ic3hn,sweet-sweep-736,0.2
0.0,1000.0,0.0,2.0,1641335878.0,0.9603443443443443,1000.0,2.0,1.819489963208398e-12,0.6347314222301335,10559.372930266509,{'runtime': 3},0.17461117915809157,1000,25,10,0,dp-means,5.0,50.0,10,finished,9h6ic3hn,sandy-sweep-735,0.2
0.0055493597002704,160.0,0.0,2.0,1641335879.0,0.9506186186186186,163.0,7.0,0.027300952456375115,0.33946967993075644,7024.238982612589,{'runtime': 3},0.519772844389081,1000,25,3,1,dp-means,5.0,50.0,10,finished,9h6ic3hn,serene-sweep-734,0.2
0.0051992213598214656,162.0,0.0,2.0,1641335875.0,0.9513273273273272,165.0,13.0,0.023963429678498252,0.33947738691952456,6557.636813160628,{'runtime': 3},0.4016593676060438,1000,25,3,0,dp-means,5.0,50.0,10,finished,9h6ic3hn,ethereal-sweep-733,0.2
0.0,1000.0,0.0,2.0,1641335878.0,0.8004424424424424,1000.0,2.0,4.66027910666101e-13,0.3777566775780946,11483.889360716496,{'runtime': 3},0.20291215367615223,1000,5,10,1,dp-means,5.0,50.0,10,finished,9h6ic3hn,vital-sweep-732,0.2
0.0,1000.0,0.0,2.0,1641335874.0,0.8002042042042042,1000.0,2.0,6.782282883098306e-13,0.37764897361046734,12381.20539630162,{'runtime': 3},0.20147138368338344,1000,5,10,0,dp-means,5.0,50.0,10,finished,9h6ic3hn,different-sweep-731,0.2
0.004227894600026681,156.0,0.0,3.0,1641335874.0,0.7950870870870871,160.0,16.0,0.042474468656424264,0.1462865404214854,7024.903882980186,{'runtime': 3},0.6570553630590439,1000,5,3,1,dp-means,5.0,50.0,10,finished,9h6ic3hn,volcanic-sweep-730,0.2
0.0032248522234312876,148.0,0.0,2.0,1641335871.0,0.7944444444444444,151.0,10.0,0.03470130356729393,0.1340005510937535,10421.786897364624,{'runtime': 3},0.3744338881224394,1000,5,3,0,dp-means,5.0,50.0,10,finished,9h6ic3hn,peach-sweep-729,0.2
0.0,1000.0,0.0,2.0,1641335868.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,5540.411441177597,{'runtime': 3},0.19563567638397217,1000,25,10,1,dp-means,1.0,50.0,10,finished,9h6ic3hn,peach-sweep-728,0.2
0.0001950886252625749,928.0,0.0,2.0,1641335869.0,0.9598338338338338,928.0,2.0,0.0009783271867584023,0.6214181526416346,955.8612451647772,{'runtime': 3},0.17039252072572708,1000,25,3,1,dp-means,1.0,50.0,10,finished,9h6ic3hn,sleek-sweep-726,0.2
0.0,1000.0,0.0,1.0,1641335868.0,0.9603443443443443,1000.0,2.0,1.819489963208398e-12,0.6347314222301335,10559.372930266509,{'runtime': 3},0.14388492330908775,1000,25,10,0,dp-means,1.0,50.0,10,finished,9h6ic3hn,deft-sweep-727,0.2
0.0003334530745827947,895.0,0.0,3.0,1641335870.0,0.9601401401401402,895.0,2.0,0.002410232938456585,0.6161115871509277,967.7069414170844,{'runtime': 3},0.17436913028359413,1000,25,3,0,dp-means,1.0,50.0,10,finished,9h6ic3hn,major-sweep-725,0.2
0.0,1000.0,0.0,2.0,1641335867.0,0.8004424424424424,1000.0,2.0,4.66027910666101e-13,0.3777566775780946,11483.889360716496,{'runtime': 3},0.18337558582425115,1000,5,10,1,dp-means,1.0,50.0,10,finished,9h6ic3hn,worldly-sweep-724,0.2
0.0,1000.0,0.0,1.0,1641335864.0,0.8002042042042042,1000.0,2.0,6.782282883098306e-13,0.37764897361046734,12381.20539630162,{'runtime': 3},0.1443952824920416,1000,5,10,0,dp-means,1.0,50.0,10,finished,9h6ic3hn,major-sweep-723,0.2
0.00018947949253068864,896.0,0.0,3.0,1641335863.0,0.8003443443443443,896.0,2.0,0.0049790733193907635,0.3594950078748646,1460.6573619774804,{'runtime': 3},0.16769233532249928,1000,5,3,1,dp-means,1.0,50.0,10,finished,9h6ic3hn,balmy-sweep-722,0.2
-1.1491618736504985e-05,885.0,0.0,2.0,1641335864.0,0.8000480480480481,885.0,2.0,-0.00011824913521633276,0.3536882439713985,4294.626337878712,{'runtime': 3},0.2574182990938425,1000,5,3,0,dp-means,1.0,50.0,10,finished,9h6ic3hn,sage-sweep-721,0.2
0.0,1000.0,0.0,2.0,1641335863.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,5540.411441177597,{'runtime': 3},0.17723350413143635,1000,25,10,1,dp-means,0.5,50.0,10,finished,9h6ic3hn,vibrant-sweep-720,0.2
-6.401694401127161e-05,985.0,0.0,2.0,1641335858.0,0.959933933933934,985.0,2.0,-0.0004766107913540442,0.6312227557231789,925.1057322416744,{'runtime': 3},0.18499712273478508,1000,25,3,1,dp-means,0.5,50.0,10,finished,9h6ic3hn,warm-sweep-718,0.2
0.0,1000.0,0.0,2.0,1641335859.0,0.9603443443443443,1000.0,2.0,1.819489963208398e-12,0.6347314222301335,10559.372930266509,{'runtime': 3},0.1937160361558199,1000,25,10,0,dp-means,0.5,50.0,10,finished,9h6ic3hn,rosy-sweep-719,0.2
0.00012975797636190087,982.0,0.0,2.0,1641335856.0,0.9603163163163164,982.0,2.0,0.0009588290140723218,0.6319057927089485,923.5313100054472,{'runtime': 3},0.16889646090567112,1000,25,3,0,dp-means,0.5,50.0,10,finished,9h6ic3hn,snowy-sweep-717,0.2
0.0,1000.0,0.0,2.0,1641335853.0,0.8004424424424424,1000.0,2.0,4.66027910666101e-13,0.3777566775780946,11483.889360716496,{'runtime': 3},0.19637409038841724,1000,5,10,1,dp-means,0.5,50.0,10,finished,9h6ic3hn,still-sweep-716,0.2
0.0,1000.0,0.0,2.0,1641335854.0,0.8002042042042042,1000.0,2.0,6.782282883098306e-13,0.37764897361046734,12381.20539630162,{'runtime': 3},0.15411203913390636,1000,5,10,0,dp-means,0.5,50.0,10,finished,9h6ic3hn,floral-sweep-715,0.2
-2.7981617157191873e-05,988.0,0.0,2.0,1641335852.0,0.8004224224224225,988.0,2.0,-0.0007283392526966776,0.37490782477342094,1406.081964993867,{'runtime': 3},0.17235421761870384,1000,5,3,1,dp-means,0.5,50.0,10,finished,9h6ic3hn,rosy-sweep-714,0.2
-4.404112946350232e-05,989.0,0.0,2.0,1641335854.0,0.8001821821821822,989.0,2.0,-0.0011477765077297765,0.3747385965907345,4234.831448076125,{'runtime': 3},0.18163722939789295,1000,5,3,0,dp-means,0.5,50.0,10,finished,9h6ic3hn,decent-sweep-713,0.2
0.0,1000.0,0.0,2.0,1641335851.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,5540.411441177597,{'runtime': 3},0.18074095621705055,1000,25,10,1,dp-means,0.1,50.0,10,finished,9h6ic3hn,worthy-sweep-712,0.2
0.0,1000.0,0.0,2.0,1641335850.0,0.9603443443443443,1000.0,2.0,1.819489963208398e-12,0.6347314222301335,10559.372930266509,{'runtime': 3},0.15629508532583714,1000,25,10,0,dp-means,0.1,50.0,10,finished,9h6ic3hn,solar-sweep-711,0.2
0.0,1000.0,0.0,2.0,1641335847.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,919.9789875229172,{'runtime': 3},0.15171195566654205,1000,25,3,1,dp-means,0.1,50.0,10,finished,9h6ic3hn,classic-sweep-710,0.2
0.0,1000.0,0.0,3.0,1641335850.0,0.9603443443443443,1000.0,2.0,1.819489963208398e-12,0.6347314222301335,916.9605050685508,{'runtime': 3},0.2653269711881876,1000,25,3,0,dp-means,0.1,50.0,10,finished,9h6ic3hn,skilled-sweep-709,0.2
0.0,1000.0,0.0,2.0,1641335843.0,0.8004424424424424,1000.0,2.0,4.66027910666101e-13,0.3777566775780946,11483.889360716496,{'runtime': 3},0.20901757571846247,1000,5,10,1,dp-means,0.1,50.0,10,finished,9h6ic3hn,ruby-sweep-708,0.2
0.0,1000.0,0.0,2.0,1641335842.0,0.8002042042042042,1000.0,2.0,6.782282883098306e-13,0.37764897361046734,12381.20539630162,{'runtime': 3},0.19943826645612717,1000,5,10,0,dp-means,0.1,50.0,10,finished,9h6ic3hn,fresh-sweep-707,0.2
0.0,1000.0,0.0,3.0,1641335841.0,0.8004424424424424,1000.0,2.0,4.66027910666101e-13,0.3777566775780946,1403.305709875819,{'runtime': 2},0.1776900216937065,1000,5,3,1,dp-means,0.1,50.0,10,finished,9h6ic3hn,different-sweep-706,0.2
0.0,1000.0,0.0,3.0,1641335843.0,0.8002042042042042,1000.0,2.0,6.782282883098306e-13,0.37764897361046734,4228.398936744417,{'runtime': 3},0.15702619589865208,1000,5,3,0,dp-means,0.1,50.0,10,finished,9h6ic3hn,lunar-sweep-705,0.2
0.0,1.0,0.0,1.0,1641335836.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,207542.56929231383,{'runtime': 3},0.09582223743200302,1000,25,10,1,dp-means,500.0,10.0,10,finished,9h6ic3hn,dulcet-sweep-704,1.0
0.0,1.0,0.0,2.0,1641335837.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,64445.25908746585,{'runtime': 3},0.10010904632508756,1000,25,3,1,dp-means,500.0,10.0,10,finished,9h6ic3hn,super-sweep-702,1.0
0.0,1.0,0.0,2.0,1641335838.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,204697.183486117,{'runtime': 3},0.11497120186686516,1000,25,10,0,dp-means,500.0,10.0,10,finished,9h6ic3hn,zesty-sweep-703,1.0
0.0,1.0,0.0,2.0,1641335839.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,55269.747369574325,{'runtime': 3},0.09619971178472042,1000,25,3,0,dp-means,500.0,10.0,10,finished,9h6ic3hn,snowy-sweep-701,1.0
0.0,1.0,0.0,2.0,1641335836.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,195254.7614296987,{'runtime': 3},0.08326639980077744,1000,5,10,1,dp-means,500.0,10.0,10,finished,9h6ic3hn,hearty-sweep-700,1.0
0.0,1.0,0.0,1.0,1641335833.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,170450.56214988875,{'runtime': 3},0.08716757409274578,1000,5,10,0,dp-means,500.0,10.0,10,finished,9h6ic3hn,kind-sweep-699,1.0
0.0,1.0,0.0,2.0,1641335831.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,53701.85174278203,{'runtime': 3},0.08299882896244526,1000,5,3,1,dp-means,500.0,10.0,10,finished,9h6ic3hn,young-sweep-698,1.0
0.0,1.0,0.0,2.0,1641335833.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,58106.08061588477,{'runtime': 3},0.16532405279576778,1000,5,3,0,dp-means,500.0,10.0,10,finished,9h6ic3hn,fine-sweep-697,1.0
0.0,1.0,0.0,2.0,1641335827.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,207542.56929231383,{'runtime': 3},0.10562696866691113,1000,25,10,1,dp-means,100.0,10.0,10,finished,9h6ic3hn,distinctive-sweep-696,1.0
0.0,1.0,0.0,2.0,1641335828.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,64445.25908746585,{'runtime': 3},0.09786998853087424,1000,25,3,1,dp-means,100.0,10.0,10,finished,9h6ic3hn,breezy-sweep-694,1.0
0.0,1.0,0.0,2.0,1641335825.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,204697.183486117,{'runtime': 3},0.11110391840338708,1000,25,10,0,dp-means,100.0,10.0,10,finished,9h6ic3hn,helpful-sweep-695,1.0
0.0,1.0,0.0,2.0,1641335826.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,55269.747369574325,{'runtime': 3},0.10893119685351849,1000,25,3,0,dp-means,100.0,10.0,10,finished,9h6ic3hn,resilient-sweep-693,1.0
0.0,1.0,0.0,2.0,1641335822.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,195254.7614296987,{'runtime': 3},0.09596037492156027,1000,5,10,1,dp-means,100.0,10.0,10,finished,9h6ic3hn,fanciful-sweep-692,1.0
0.0,1.0,0.0,2.0,1641335820.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,207542.56929231383,{'runtime': 3},0.08693571388721466,1000,25,10,1,dp-means,50.0,10.0,10,finished,9h6ic3hn,bumbling-sweep-688,1.0
0.0,1.0,0.0,2.0,1641335821.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,53701.85174278203,{'runtime': 3},0.10691464319825172,1000,5,3,1,dp-means,100.0,10.0,10,finished,9h6ic3hn,golden-sweep-690,1.0
0.0,1.0,0.0,2.0,1641335823.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,58106.08061588477,{'runtime': 3},0.10597029700875282,1000,5,3,0,dp-means,100.0,10.0,10,finished,9h6ic3hn,silvery-sweep-689,1.0
0.0,1.0,0.0,2.0,1641335822.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,170450.56214988875,{'runtime': 3},0.08615414798259735,1000,5,10,0,dp-means,100.0,10.0,10,finished,9h6ic3hn,dazzling-sweep-691,1.0
0.0,1.0,0.0,2.0,1641335819.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,204697.183486117,{'runtime': 3},0.0857024360448122,1000,25,10,0,dp-means,50.0,10.0,10,finished,9h6ic3hn,mild-sweep-687,1.0
0.0,1.0,0.0,2.0,1641335816.0,0.04003403403403403,1.0,2.0,-6.591644296403819e-17,0.0,64445.25908746585,{'runtime': 3},0.08239254727959633,1000,25,3,1,dp-means,50.0,10.0,10,finished,9h6ic3hn,genial-sweep-686,1.0
0.0,1.0,0.0,2.0,1641335817.0,0.03965565565565565,1.0,2.0,-3.374047563088763e-17,0.0,55269.74736957432,{'runtime': 3},0.17605262994766235,1000,25,3,0,dp-means,50.0,10.0,10,finished,9h6ic3hn,worthy-sweep-685,1.0
0.0,1.0,0.0,2.0,1641335811.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,195254.7614296987,{'runtime': 3},0.10817431099712849,1000,5,10,1,dp-means,50.0,10.0,10,finished,9h6ic3hn,royal-sweep-684,1.0
0.0,1.0,0.0,2.0,1641335809.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,170450.56214988875,{'runtime': 3},0.12255262397229671,1000,5,10,0,dp-means,50.0,10.0,10,finished,9h6ic3hn,divine-sweep-683,1.0
0.0,1.0,0.0,2.0,1641335809.0,0.19955755755755755,1.0,2.0,-2.054045494103695e-16,0.0,53701.85174278203,{'runtime': 3},0.10626746620982884,1000,5,3,1,dp-means,50.0,10.0,10,finished,9h6ic3hn,rosy-sweep-682,1.0
0.0,1.0,0.0,2.0,1641335809.0,0.1997957957957958,1.0,2.0,4.617703779927493e-16,0.0,58106.08061588477,{'runtime': 3},0.09860230796039104,1000,5,3,0,dp-means,50.0,10.0,10,finished,9h6ic3hn,lilac-sweep-681,1.0
0.06702182496465565,349.0,0.0,1.0,1641335805.0,0.9596936936936936,351.0,5.0,0.2634602141907713,0.5990941810475764,33191.53145184872,{'runtime': 3},0.2673710510134697,1000,25,10,1,dp-means,10.0,10.0,10,finished,9h6ic3hn,olive-sweep-680,1.0
0.1009127054329193,10.0,0.0,3.0,1641335807.0,0.8960860860860861,15.0,39.0,0.27122545866297637,0.3160998000946244,14540.959269971012,{'runtime': 3},1.1457037441432476,1000,25,3,1,dp-means,10.0,10.0,10,finished,9h6ic3hn,fearless-sweep-678,1.0
0.07206985591592206,318.0,0.0,2.0,1641335806.0,0.9596276276276277,323.0,6.0,0.26643780761632224,0.5879428511557204,39003.85457455007,{'runtime': 3},0.3050294890999794,1000,25,10,0,dp-means,10.0,10.0,10,finished,9h6ic3hn,dashing-sweep-679,1.0
0.07277289290434566,13.0,0.0,2.0,1641335808.0,0.9015015015015015,18.0,27.0,0.20819174436211416,0.26529385006391004,11945.918453088738,{'runtime': 3},0.9141694847494364,1000,25,3,0,dp-means,10.0,10.0,10,finished,9h6ic3hn,stellar-sweep-677,1.0
0.038467262108377046,230.0,0.0,2.0,1641335805.0,0.8046626626626626,231.0,7.0,0.3171744943446618,0.417058516294745,42019.70797472,{'runtime': 3},0.27458646707236767,1000,5,10,1,dp-means,10.0,10.0,10,finished,9h6ic3hn,restful-sweep-676,1.0
0.032262087298924665,209.0,0.0,1.0,1641335802.0,0.8030730730730731,213.0,7.0,0.28111518017335785,0.38075559983967383,43292.0962257698,{'runtime': 3},0.2481623813509941,1000,5,10,0,dp-means,10.0,10.0,10,finished,9h6ic3hn,winter-sweep-675,1.0
0.14554763438974058,10.0,0.0,3.0,1641335801.0,0.7841281281281282,13.0,27.0,0.26508040587760906,0.2737519038364243,12734.113733769887,{'runtime': 3},0.7772955372929573,1000,5,3,1,dp-means,10.0,10.0,10,finished,9h6ic3hn,radiant-sweep-674,1.0
0.1328969626660213,8.0,0.0,3.0,1641335802.0,0.7671071071071071,9.0,19.0,0.21651757931603652,0.2232091778265927,18835.74323738882,{'runtime': 3},1.1709766518324614,1000,5,3,0,dp-means,10.0,10.0,10,finished,9h6ic3hn,still-sweep-673,1.0
0.0009570626976248008,987.0,0.0,2.0,1641335795.0,0.9603583583583584,987.0,2.0,0.0070825959920704,0.6350404192880973,9485.085746626506,{'runtime': 3},0.20268813148140907,1000,25,10,0,dp-means,5.0,10.0,10,finished,9h6ic3hn,misty-sweep-671,1.0
0.000835456013815751,985.0,0.0,2.0,1641335796.0,0.95996996996997,985.0,2.0,0.006230517673614952,0.6336950137706365,5494.0037440175465,{'runtime': 3},0.19257726706564424,1000,25,10,1,dp-means,5.0,10.0,10,finished,9h6ic3hn,summer-sweep-672,1.0
0.0006743902300132458,956.0,0.0,1.0,1641335793.0,0.8005205205205205,956.0,2.0,0.016537570407269213,0.3792405938807584,11336.539311182649,{'runtime': 3},0.19827538263052705,1000,5,10,1,dp-means,5.0,10.0,10,finished,9h6ic3hn,valiant-sweep-668,1.0
0.06158233150454538,60.0,0.0,3.0,1641335795.0,0.941061061061061,62.0,17.0,0.20867524678945376,0.3590256215913302,5745.049301514726,{'runtime': 3},0.593393798917532,1000,25,3,1,dp-means,5.0,10.0,10,finished,9h6ic3hn,silver-sweep-670,1.0
0.04859945044203417,51.0,0.0,1.0,1641335792.0,0.9401441441441442,62.0,16.0,0.1737747640046313,0.32894095493015907,5072.55781646067,{'runtime': 3},0.4355534426867962,1000,25,3,0,dp-means,5.0,10.0,10,finished,9h6ic3hn,trim-sweep-669,1.0
0.0007294578357971248,951.0,0.0,2.0,1641335794.0,0.8002862862862863,951.0,2.0,0.017661170405306344,0.3788102708969351,12364.236269293107,{'runtime': 3},0.2042660005390644,1000,5,10,0,dp-means,5.0,10.0,10,finished,9h6ic3hn,fallen-sweep-667,1.0
0.043119397113284136,36.0,0.0,3.0,1641335791.0,0.7897537537537538,40.0,27.0,0.18079288893664808,0.20754160900531585,7943.562493558116,{'runtime': 3},0.8654265813529491,1000,5,3,0,dp-means,5.0,10.0,10,finished,9h6ic3hn,scarlet-sweep-665,1.0
0.05026423409582021,42.0,0.0,3.0,1641335791.0,0.7953953953953954,50.0,23.0,0.22360798367538567,0.2541986457693077,5271.313750422631,{'runtime': 3},0.5717353466898203,1000,5,3,1,dp-means,5.0,10.0,10,finished,9h6ic3hn,unique-sweep-666,1.0
0.0,1000.0,0.0,3.0,1641335792.0,0.959965965965966,1000.0,2.0,1.7624996650085032e-12,0.6341075970488453,5321.619918986742,{'runtime': 3},0.20328060910105705,1000,25,10,1,dp-means,1.0,10.0,10,finished,9h6ic3hn,jumping-sweep-664,1.0
