Num Iter Till Convergence,Loss,_wandb,Runtime,_timestamp,Adjusted Rand Score,Num Initial Clusters,Num Inferred Clusters,Adjusted Mutual Info Score,_step,_runtime,Rand Score,Normalized Mutual Info Score,n_samples,n_clusters,n_features,repeat_idx,init_method,max_distance_param,likelihood_cov_prefactor,centroids_prior_cov_prefactor,State,Sweep,run_name,cov_prefactor_ratio
2.0,382.2009364208037,{'runtime': 7},4.298754595220089,1641342671.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,6.0,0.8004424424424424,0.3777566775780946,1000,5,3,1,dp-means++,0.5,1.0,10,finished,1s4yi7j8,fast-sweep-778,10.0
2.0,2709.6459576049174,{'runtime': 7},4.7984146270900965,1641342671.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,7.0,0.8002042042042042,0.37764897361046734,1000,5,3,0,dp-means++,0.5,1.0,10,finished,1s4yi7j8,neat-sweep-777,10.0
2.0,5170.029079967057,{'runtime': 10},7.088628256693482,1641342670.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,9.0,0.959965965965966,0.6341075970488453,1000,25,10,1,dp-means++,0.1,1.0,10,finished,1s4yi7j8,solar-sweep-776,10.0
2.0,8044.215572148901,{'runtime': 11},8.061782907694578,1641342671.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,10.0,0.9603443443443443,0.6347314222301335,1000,25,10,0,dp-means++,0.1,1.0,10,finished,1s4yi7j8,fresh-sweep-775,10.0
2.0,456.805408509631,{'runtime': 9},5.5152292381972075,1641342668.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,7.0,0.959965965965966,0.6341075970488453,1000,25,3,1,dp-means++,0.1,1.0,10,finished,1s4yi7j8,bright-sweep-774,10.0
2.0,363.89064085084726,{'runtime': 9},5.809355957433581,1641342666.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,8.0,0.9603443443443443,0.6347314222301335,1000,25,3,0,dp-means++,0.1,1.0,10,finished,1s4yi7j8,legendary-sweep-773,10.0
2.0,8161.43883647809,{'runtime': 8},5.425675757229328,1641342662.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,7.0,0.8004424424424424,0.3777566775780946,1000,5,10,1,dp-means++,0.1,1.0,10,finished,1s4yi7j8,logical-sweep-772,10.0
2.0,8801.970863143499,{'runtime': 9},5.884167628362775,1641342660.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,7.0,0.8002042042042042,0.37764897361046734,1000,5,10,0,dp-means++,0.1,1.0,10,finished,1s4yi7j8,feasible-sweep-771,10.0
2.0,606337.4077615007,{'runtime': 3},0.13674607500433922,1641342654.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,2.0,0.04003403403403403,0.0,1000,25,10,1,dp-means,500.0,50.0,10,finished,1s4yi7j8,valiant-sweep-768,0.2
2.0,2709.6459576049174,{'runtime': 7},4.666908502578735,1641342659.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,7.0,0.8002042042042042,0.37764897361046734,1000,5,3,0,dp-means++,0.1,1.0,10,finished,1s4yi7j8,avid-sweep-769,10.0
2.0,382.2009364208038,{'runtime': 9},5.633481062948704,1641342662.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,8.0,0.8004424424424424,0.3777566775780946,1000,5,3,1,dp-means++,0.1,1.0,10,finished,1s4yi7j8,exalted-sweep-770,10.0
2.0,606702.391761535,{'runtime': 3},0.2157951407134533,1641342654.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,10,0,dp-means,500.0,50.0,10,finished,1s4yi7j8,likely-sweep-767,0.2
2.0,183747.90782477648,{'runtime': 3},0.098528653383255,1641342653.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,2.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,500.0,50.0,10,finished,1s4yi7j8,drawn-sweep-766,0.2
2.0,170858.9987149644,{'runtime': 3},0.10562290530651808,1641342650.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,500.0,50.0,10,finished,1s4yi7j8,atomic-sweep-765,0.2
2.0,562310.862834787,{'runtime': 3},0.18273128382861617,1641342650.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,10,0,dp-means,500.0,50.0,10,finished,1s4yi7j8,amber-sweep-763,0.2
2.0,597037.4642470181,{'runtime': 2},0.1172502301633358,1641342647.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,10,1,dp-means,500.0,50.0,10,finished,1s4yi7j8,dashing-sweep-764,0.2
2.0,173988.49935062535,{'runtime': 3},0.17609994672238827,1641342645.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,500.0,50.0,10,finished,1s4yi7j8,dark-sweep-762,0.2
2.0,172121.38803648422,{'runtime': 2},0.17631253600120544,1641342644.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,500.0,50.0,10,finished,1s4yi7j8,pious-sweep-761,0.2
2.0,606337.4077615007,{'runtime': 2},0.08455520495772362,1641342641.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,2.0,0.04003403403403403,0.0,1000,25,10,1,dp-means,100.0,50.0,10,finished,1s4yi7j8,smart-sweep-760,0.2
2.0,606702.391761535,{'runtime': 3},0.0967478398233652,1641342639.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,10,0,dp-means,100.0,50.0,10,finished,1s4yi7j8,fine-sweep-759,0.2
2.0,183747.90782477648,{'runtime': 3},0.17551852017641068,1641342639.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,2.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,100.0,50.0,10,finished,1s4yi7j8,crimson-sweep-758,0.2
2.0,170858.9987149644,{'runtime': 3},0.10178625769913197,1641342639.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,100.0,50.0,10,finished,1s4yi7j8,fearless-sweep-757,0.2
2.0,562310.862834787,{'runtime': 3},0.22556024231016636,1641342637.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,10,0,dp-means,100.0,50.0,10,finished,1s4yi7j8,curious-sweep-755,0.2
2.0,597037.4642470181,{'runtime': 3},0.1189344935119152,1641342639.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,10,1,dp-means,100.0,50.0,10,finished,1s4yi7j8,worthy-sweep-756,0.2
2.0,173988.49935062535,{'runtime': 3},0.10911814123392104,1641342636.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,100.0,50.0,10,finished,1s4yi7j8,azure-sweep-754,0.2
2.0,172121.38803648422,{'runtime': 3},0.0926571018062532,1641342634.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,100.0,50.0,10,finished,1s4yi7j8,electric-sweep-753,0.2
25.0,559427.3030787704,{'runtime': 4},1.5192631762474775,1641342634.0,0.010600561263394093,2.0,2.0,0.04126663596791057,0.0,3.0,0.5055355355355355,0.04724034194399276,1000,25,10,0,dp-means,50.0,50.0,10,finished,1s4yi7j8,effortless-sweep-751,0.2
36.0,531547.4088490511,{'runtime': 4},1.1312357913702726,1641342633.0,0.017232781744353647,3.0,3.0,0.05084321833143478,0.0,3.0,0.6581161161161161,0.061633985936879805,1000,25,10,1,dp-means,50.0,50.0,10,finished,1s4yi7j8,magic-sweep-752,0.2
2.0,170858.9987149644,{'runtime': 3},0.17172058299183846,1641342629.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,50.0,50.0,10,finished,1s4yi7j8,dandy-sweep-749,0.2
2.0,183747.90782477648,{'runtime': 2},0.17012429796159267,1641342631.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,2.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,50.0,50.0,10,finished,1s4yi7j8,mild-sweep-750,0.2
13.0,531696.2122467876,{'runtime': 3},0.45593783631920815,1641342626.0,0.15724140085856006,2.0,2.0,0.1876697791932704,0.0,2.0,0.5787727727727727,0.18908588132997645,1000,5,10,1,dp-means,50.0,50.0,10,finished,1s4yi7j8,vivid-sweep-748,0.2
24.0,480188.1551538906,{'runtime': 3},0.7076874691992998,1641342626.0,0.1445036589660813,3.0,3.0,0.164579808976196,0.0,3.0,0.6574514514514515,0.16706115860925433,1000,5,10,0,dp-means,50.0,50.0,10,finished,1s4yi7j8,glamorous-sweep-747,0.2
2.0,173988.49935062535,{'runtime': 3},0.1768602468073368,1641342625.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,50.0,50.0,10,finished,1s4yi7j8,rosy-sweep-746,0.2
2.0,172121.38803648422,{'runtime': 3},0.09916783683001996,1641342623.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,50.0,50.0,10,finished,1s4yi7j8,amber-sweep-745,0.2
2.0,6884.242564317983,{'runtime': 3},0.33883041702210903,1641342624.0,6.379408682748863e-05,967.0,967.0,0.000473911301375535,0.0,2.0,0.959905905905906,0.6283811506620716,1000,25,10,1,dp-means,10.0,50.0,10,finished,1s4yi7j8,fancy-sweep-744,0.2
21.0,17929.814070705783,{'runtime': 3},0.7186216432601213,1641342622.0,0.01243379180921494,45.0,53.0,0.055868915567122805,0.0,2.0,0.93582982982983,0.22220281416735543,1000,25,3,1,dp-means,10.0,50.0,10,finished,1s4yi7j8,vibrant-sweep-742,0.2
2.0,12648.015733874126,{'runtime': 3},0.1958617176860571,1641342622.0,0.00029592307423258684,953.0,953.0,0.002170943130399694,0.0,2.0,0.9602602602602602,0.6269053047400903,1000,25,10,0,dp-means,10.0,50.0,10,finished,1s4yi7j8,swift-sweep-743,0.2
15.0,20618.10944418974,{'runtime': 3},0.5293685137294233,1641342619.0,0.01222271850289189,36.0,44.0,0.04401335624498112,0.0,2.0,0.929027027027027,0.18414114634963827,1000,25,3,0,dp-means,10.0,50.0,10,finished,1s4yi7j8,deft-sweep-741,0.2
2.0,13437.922804873671,{'runtime': 3},0.29801905155181885,1641342619.0,0.0002290940602823917,955.0,955.0,0.005648702779322861,0.0,2.0,0.8004304304304304,0.3721666276008373,1000,5,10,1,dp-means,10.0,50.0,10,finished,1s4yi7j8,golden-sweep-740,0.2
2.0,14250.391996734814,{'runtime': 3},0.2015245072543621,1641342616.0,0.0002726657927610395,958.0,958.0,0.006824995410545452,0.0,1.0,0.8002022022022022,0.3733481557451983,1000,5,10,0,dp-means,10.0,50.0,10,finished,1s4yi7j8,ethereal-sweep-739,0.2
23.0,18974.578028195818,{'runtime': 4},1.4143802896142006,1641342615.0,0.013078713924824672,38.0,48.0,0.0665101730668526,0.0,3.0,0.7840660660660661,0.10247920147704194,1000,5,3,1,dp-means,10.0,50.0,10,finished,1s4yi7j8,quiet-sweep-738,0.2
26.0,22341.71344633265,{'runtime': 4},1.628237683326006,1641342615.0,0.0085096622429395,38.0,46.0,0.041721325194044825,0.0,3.0,0.7817357357357357,0.07631186748777018,1000,5,3,0,dp-means,10.0,50.0,10,finished,1s4yi7j8,helpful-sweep-737,0.2
2.0,5540.411441177597,{'runtime': 3},0.18999413959681988,1641342611.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,2.0,0.959965965965966,0.6341075970488453,1000,25,10,1,dp-means,5.0,50.0,10,finished,1s4yi7j8,breezy-sweep-736,0.2
2.0,10559.372930266509,{'runtime': 3},0.19448158144950867,1641342610.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,2.0,0.9603443443443443,0.6347314222301335,1000,25,10,0,dp-means,5.0,50.0,10,finished,1s4yi7j8,good-sweep-735,0.2
7.0,7024.238982612589,{'runtime': 3},0.5471598878502846,1641342609.0,0.0055493597002704,160.0,163.0,0.027300952456375115,0.0,2.0,0.9506186186186186,0.33946967993075644,1000,25,3,1,dp-means,5.0,50.0,10,finished,1s4yi7j8,splendid-sweep-734,0.2
13.0,6557.636813160628,{'runtime': 3},0.467480780556798,1641342608.0,0.0051992213598214656,162.0,165.0,0.023963429678498252,0.0,2.0,0.9513273273273272,0.33947738691952456,1000,25,3,0,dp-means,5.0,50.0,10,finished,1s4yi7j8,gentle-sweep-733,0.2
2.0,11483.8893607165,{'runtime': 3},0.33827630802989006,1641342607.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,2.0,0.8004424424424424,0.3777566775780946,1000,5,10,1,dp-means,5.0,50.0,10,finished,1s4yi7j8,youthful-sweep-732,0.2
2.0,12381.20539630162,{'runtime': 3},0.1765635535120964,1641342606.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,2.0,0.8002042042042042,0.37764897361046734,1000,5,10,0,dp-means,5.0,50.0,10,finished,1s4yi7j8,zany-sweep-731,0.2
16.0,7024.903882980186,{'runtime': 3},0.6365267038345337,1641342605.0,0.004227894600026681,156.0,160.0,0.042474468656424264,0.0,2.0,0.7950870870870871,0.1462865404214854,1000,5,3,1,dp-means,5.0,50.0,10,finished,1s4yi7j8,avid-sweep-730,0.2
10.0,10421.786897364624,{'runtime': 3},0.4293792359530926,1641342604.0,0.0032248522234312876,148.0,151.0,0.03470130356729393,0.0,3.0,0.7944444444444444,0.1340005510937535,1000,5,3,0,dp-means,5.0,50.0,10,finished,1s4yi7j8,sleek-sweep-729,0.2
2.0,10559.372930266509,{'runtime': 3},0.20840725488960743,1641342601.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,2.0,0.9603443443443443,0.6347314222301335,1000,25,10,0,dp-means,1.0,50.0,10,finished,1s4yi7j8,crimson-sweep-727,0.2
2.0,5540.411441177595,{'runtime': 3},0.3017346765846014,1641342602.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,3.0,0.959965965965966,0.6341075970488453,1000,25,10,1,dp-means,1.0,50.0,10,finished,1s4yi7j8,neat-sweep-728,0.2
2.0,967.7069414170855,{'runtime': 3},0.2794018443673849,1641342598.0,0.0003334530745827947,895.0,895.0,0.002410232938456585,0.0,2.0,0.9601401401401402,0.6161115871509277,1000,25,3,0,dp-means,1.0,50.0,10,finished,1s4yi7j8,dulcet-sweep-725,0.2
2.0,955.861245164778,{'runtime': 3},0.2642547506839037,1641342601.0,0.0001950886252625749,928.0,928.0,0.0009783271867584023,0.0,3.0,0.9598338338338338,0.6214181526416346,1000,25,3,1,dp-means,1.0,50.0,10,finished,1s4yi7j8,sweet-sweep-726,0.2
2.0,11483.889360716496,{'runtime': 3},0.20549024641513824,1641342595.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,1.0,0.8004424424424424,0.3777566775780946,1000,5,10,1,dp-means,1.0,50.0,10,finished,1s4yi7j8,peachy-sweep-724,0.2
2.0,12381.20539630162,{'runtime': 2},0.19973548501729965,1641342595.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,2.0,0.8002042042042042,0.37764897361046734,1000,5,10,0,dp-means,1.0,50.0,10,finished,1s4yi7j8,easy-sweep-723,0.2
2.0,1460.657361977479,{'runtime': 3},0.271102337166667,1641342594.0,0.00018947949253068864,896.0,896.0,0.0049790733193907635,0.0,2.0,0.8003443443443443,0.3594950078748646,1000,5,3,1,dp-means,1.0,50.0,10,finished,1s4yi7j8,cool-sweep-722,0.2
2.0,4294.626337878713,{'runtime': 3},0.164520351216197,1641342592.0,-1.1491618736504985e-05,885.0,885.0,-0.00011824913521633276,0.0,2.0,0.8000480480480481,0.3536882439713985,1000,5,3,0,dp-means,1.0,50.0,10,finished,1s4yi7j8,trim-sweep-721,0.2
2.0,5540.411441177595,{'runtime': 3},0.33954574540257454,1641342594.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,3.0,0.959965965965966,0.6341075970488453,1000,25,10,1,dp-means,0.5,50.0,10,finished,1s4yi7j8,jolly-sweep-720,0.2
2.0,10559.372930266509,{'runtime': 3},0.18067061714828017,1641342590.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,2.0,0.9603443443443443,0.6347314222301335,1000,25,10,0,dp-means,0.5,50.0,10,finished,1s4yi7j8,fast-sweep-719,0.2
2.0,925.1057322416744,{'runtime': 3},0.1861829124391079,1641342590.0,-6.401694401127161e-05,985.0,985.0,-0.0004766107913540442,0.0,2.0,0.959933933933934,0.6312227557231789,1000,25,3,1,dp-means,0.5,50.0,10,finished,1s4yi7j8,dry-sweep-718,0.2
2.0,923.5313100054472,{'runtime': 3},0.15989913698285818,1641342588.0,0.00012975797636190087,982.0,982.0,0.0009588290140723218,0.0,2.0,0.9603163163163164,0.6319057927089485,1000,25,3,0,dp-means,0.5,50.0,10,finished,1s4yi7j8,smart-sweep-717,0.2
2.0,11483.8893607165,{'runtime': 3},0.30193474888801575,1641342587.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,2.0,0.8004424424424424,0.3777566775780946,1000,5,10,1,dp-means,0.5,50.0,10,finished,1s4yi7j8,dulcet-sweep-716,0.2
2.0,12381.20539630162,{'runtime': 3},0.20985770039260387,1641342585.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,2.0,0.8002042042042042,0.37764897361046734,1000,5,10,0,dp-means,0.5,50.0,10,finished,1s4yi7j8,flowing-sweep-715,0.2
2.0,1406.0819649938658,{'runtime': 3},0.26365989446640015,1641342583.0,-2.7981617157191873e-05,988.0,988.0,-0.0007283392526966776,0.0,2.0,0.8004224224224225,0.37490782477342094,1000,5,3,1,dp-means,0.5,50.0,10,finished,1s4yi7j8,revived-sweep-714,0.2
2.0,4234.831448076125,{'runtime': 3},0.26579158194363117,1641342583.0,-4.404112946350232e-05,989.0,989.0,-0.0011477765077297765,0.0,2.0,0.8001821821821822,0.3747385965907345,1000,5,3,0,dp-means,0.5,50.0,10,finished,1s4yi7j8,frosty-sweep-713,0.2
2.0,5540.411441177597,{'runtime': 3},0.20103108696639535,1641342580.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,2.0,0.959965965965966,0.6341075970488453,1000,25,10,1,dp-means,0.1,50.0,10,finished,1s4yi7j8,divine-sweep-712,0.2
2.0,10559.372930266509,{'runtime': 3},0.1535539012402296,1641342580.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,2.0,0.9603443443443443,0.6347314222301335,1000,25,10,0,dp-means,0.1,50.0,10,finished,1s4yi7j8,vague-sweep-711,0.2
2.0,919.9789875229172,{'runtime': 3},0.2706233263015747,1641342578.0,0.0,1000.0,1000.0,1.7624996650085032e-12,0.0,3.0,0.959965965965966,0.6341075970488453,1000,25,3,1,dp-means,0.1,50.0,10,finished,1s4yi7j8,stellar-sweep-710,0.2
2.0,916.9605050685492,{'runtime': 3},0.1739751398563385,1641342577.0,0.0,1000.0,1000.0,1.819489963208398e-12,0.0,2.0,0.9603443443443443,0.6347314222301335,1000,25,3,0,dp-means,0.1,50.0,10,finished,1s4yi7j8,major-sweep-709,0.2
2.0,11483.8893607165,{'runtime': 3},0.341652637347579,1641342576.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,2.0,0.8004424424424424,0.3777566775780946,1000,5,10,1,dp-means,0.1,50.0,10,finished,1s4yi7j8,glamorous-sweep-708,0.2
2.0,12381.20539630162,{'runtime': 3},0.19893864169716835,1641342575.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,2.0,0.8002042042042042,0.37764897361046734,1000,5,10,0,dp-means,0.1,50.0,10,finished,1s4yi7j8,crisp-sweep-707,0.2
2.0,1403.305709875819,{'runtime': 3},0.18742179311811924,1641342574.0,0.0,1000.0,1000.0,4.66027910666101e-13,0.0,2.0,0.8004424424424424,0.3777566775780946,1000,5,3,1,dp-means,0.1,50.0,10,finished,1s4yi7j8,young-sweep-706,0.2
2.0,4228.398936744417,{'runtime': 3},0.1595651521347463,1641342573.0,0.0,1000.0,1000.0,6.782282883098306e-13,0.0,2.0,0.8002042042042042,0.37764897361046734,1000,5,3,0,dp-means,0.1,50.0,10,finished,1s4yi7j8,gallant-sweep-705,0.2
2.0,207542.56929231383,{'runtime': 3},0.182145481929183,1641342571.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,3.0,0.04003403403403403,0.0,1000,25,10,1,dp-means,500.0,10.0,10,finished,1s4yi7j8,clear-sweep-704,1.0
2.0,204697.183486117,{'runtime': 2},0.12427865341305731,1641342569.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,1.0,0.03965565565565565,0.0,1000,25,10,0,dp-means,500.0,10.0,10,finished,1s4yi7j8,electric-sweep-703,1.0
2.0,64445.25908746585,{'runtime': 3},0.16659815795719624,1641342569.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,1.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,500.0,10.0,10,finished,1s4yi7j8,leafy-sweep-702,1.0
2.0,55269.74736957432,{'runtime': 3},0.18593160435557363,1641342567.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,500.0,10.0,10,finished,1s4yi7j8,soft-sweep-701,1.0
2.0,195254.7614296987,{'runtime': 3},0.10717039741575718,1641342564.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,10,1,dp-means,500.0,10.0,10,finished,1s4yi7j8,stilted-sweep-700,1.0
2.0,170450.56214988875,{'runtime': 2},0.09726309776306152,1641342563.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,1.0,0.1997957957957958,0.0,1000,5,10,0,dp-means,500.0,10.0,10,finished,1s4yi7j8,upbeat-sweep-699,1.0
2.0,53701.85174278203,{'runtime': 3},0.17536017671227455,1641342563.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,500.0,10.0,10,finished,1s4yi7j8,trim-sweep-698,1.0
2.0,58106.08061588477,{'runtime': 3},0.10143848322331904,1641342561.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,500.0,10.0,10,finished,1s4yi7j8,graceful-sweep-697,1.0
2.0,207542.56929231383,{'runtime': 3},0.2081968691200018,1641342562.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,3.0,0.04003403403403403,0.0,1000,25,10,1,dp-means,100.0,10.0,10,finished,1s4yi7j8,avid-sweep-696,1.0
2.0,64445.25908746585,{'runtime': 3},0.11373999528586864,1641342558.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,1.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,100.0,10.0,10,finished,1s4yi7j8,warm-sweep-694,1.0
2.0,204697.183486117,{'runtime': 3},0.11424002051353456,1641342559.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,10,0,dp-means,100.0,10.0,10,finished,1s4yi7j8,frosty-sweep-695,1.0
2.0,55269.747369574325,{'runtime': 3},0.09515865985304116,1641342557.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,100.0,10.0,10,finished,1s4yi7j8,youthful-sweep-693,1.0
2.0,195254.7614296987,{'runtime': 3},0.1822565980255604,1641342556.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,10,1,dp-means,100.0,10.0,10,finished,1s4yi7j8,spring-sweep-692,1.0
2.0,170450.56214988875,{'runtime': 3},0.11231960728764534,1641342554.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,10,0,dp-means,100.0,10.0,10,finished,1s4yi7j8,floral-sweep-691,1.0
2.0,53701.85174278203,{'runtime': 3},0.16866028122603893,1641342553.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,2.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,100.0,10.0,10,finished,1s4yi7j8,absurd-sweep-690,1.0
2.0,58106.08061588477,{'runtime': 3},0.16611649468541145,1641342552.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,100.0,10.0,10,finished,1s4yi7j8,rose-sweep-689,1.0
2.0,207542.56929231383,{'runtime': 3},0.09510349296033382,1641342548.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,1.0,0.04003403403403403,0.0,1000,25,10,1,dp-means,50.0,10.0,10,finished,1s4yi7j8,comic-sweep-688,1.0
2.0,204697.183486117,{'runtime': 2},0.10100368410348892,1641342549.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,10,0,dp-means,50.0,10.0,10,finished,1s4yi7j8,earnest-sweep-687,1.0
2.0,64445.25908746585,{'runtime': 2},0.17086648009717464,1641342546.0,0.0,1.0,1.0,-6.591644296403819e-17,0.0,1.0,0.04003403403403403,0.0,1000,25,3,1,dp-means,50.0,10.0,10,finished,1s4yi7j8,light-sweep-686,1.0
2.0,55269.747369574325,{'runtime': 3},0.10197309218347073,1641342546.0,0.0,1.0,1.0,-3.374047563088763e-17,0.0,2.0,0.03965565565565565,0.0,1000,25,3,0,dp-means,50.0,10.0,10,finished,1s4yi7j8,kind-sweep-685,1.0
2.0,195254.7614296987,{'runtime': 3},0.21847017295658588,1641342545.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,3.0,0.19955755755755755,0.0,1000,5,10,1,dp-means,50.0,10.0,10,finished,1s4yi7j8,electric-sweep-684,1.0
2.0,170450.56214988875,{'runtime': 3},0.10855134017765522,1641342544.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,10,0,dp-means,50.0,10.0,10,finished,1s4yi7j8,denim-sweep-683,1.0
2.0,53701.85174278203,{'runtime': 3},0.11086842603981496,1641342542.0,0.0,1.0,1.0,-2.054045494103695e-16,0.0,1.0,0.19955755755755755,0.0,1000,5,3,1,dp-means,50.0,10.0,10,finished,1s4yi7j8,brisk-sweep-682,1.0
2.0,58106.08061588477,{'runtime': 3},0.10444353567436336,1641342542.0,0.0,1.0,1.0,4.617703779927493e-16,0.0,2.0,0.1997957957957958,0.0,1000,5,3,0,dp-means,50.0,10.0,10,finished,1s4yi7j8,denim-sweep-681,1.0
5.0,33191.53145184872,{'runtime': 3},0.4744394961744547,1641342540.0,0.06702182496465565,349.0,351.0,0.2634602141907713,0.0,3.0,0.9596936936936936,0.5990941810475764,1000,25,10,1,dp-means,10.0,10.0,10,finished,1s4yi7j8,unique-sweep-680,1.0
6.0,39003.85457455007,{'runtime': 3},0.33421968668699265,1641342539.0,0.07206985591592206,318.0,323.0,0.26643780761632224,0.0,2.0,0.9596276276276277,0.5879428511557204,1000,25,10,0,dp-means,10.0,10.0,10,finished,1s4yi7j8,morning-sweep-679,1.0
39.0,14540.959269971012,{'runtime': 5},2.2764732632786036,1641342540.0,0.1009127054329193,10.0,15.0,0.27122545866297637,0.0,4.0,0.8960860860860861,0.3160998000946244,1000,25,3,1,dp-means,10.0,10.0,10,finished,1s4yi7j8,playful-sweep-678,1.0
27.0,11945.918453088736,{'runtime': 4},1.590606847777963,1641342538.0,0.07277289290434566,13.0,18.0,0.20819174436211416,0.0,4.0,0.9015015015015015,0.26529385006391004,1000,25,3,0,dp-means,10.0,10.0,10,finished,1s4yi7j8,easy-sweep-677,1.0
